u,v,key,osmid,highway,oneway,length,name,geometry,speed_kph,bearing,travel_time,grade,grade_abs,lanes,ref,maxspeed,bridge,width,junction,access,simple_model_e
4185674013,4185673987,0,418115963,residential,False,128.038,Mahogany Valley Road,"LINESTRING (-111.7820712 41.7876628, -111.7818348 41.7865249)",41.6,171.2,11.1,-0.011,0.011,,,,,,,,201368.655943916
4185674016,4185674012,0,10083734,residential,False,438.935,3100 North,"LINESTRING (-111.7851491 41.7887974, -111.7854978 41.7887654, -111.7857859 41.7886699, -111.7883785 41.7877815, -111.788923 41.787659, -111.7900082 41.7876463, -111.7901284 41.7876449)",41.6,252.8,38.0,-0.111,0.111,,,,,,,,688554.6474066399
4185674017,4185674033,0,10083414,residential,False,250.045,North 1800 East,"LINESTRING (-111.7901215 41.7895629, -111.7901158 41.7918116)",41.6,0.1,21.6,0.051,0.051,,,,,,,,392966.3482463638
4185674017,4185674012,0,10083414,residential,False,213.273,North 1800 East,"LINESTRING (-111.7901215 41.7895629, -111.7901276 41.787755, -111.7901284 41.7876449)",41.6,180.2,18.5,-0.049,0.049,,,,,,,,334888.92112146795
4185674017,4185674020,0,418115959,residential,False,161.283,East 3200 North,"LINESTRING (-111.7901215 41.7895629, -111.7900144 41.7895639, -111.7889987 41.7895739, -111.7882726 41.7898619)",41.6,77.8,14.0,0.109,0.109,,,,,,,,253925.03018743216
4185674020,4185674035,0,418115959,residential,False,304.269,East 3200 North,"LINESTRING (-111.7882726 41.7898619, -111.7864935 41.7905418, -111.7864292 41.7905925, -111.7863798 41.7906593, -111.7863873 41.7916746, -111.7863882 41.791759)",41.6,36.5,26.3,0.088,0.088,,,,,,,,478081.8441949553
4185674020,4185674017,0,418115959,residential,False,161.283,East 3200 North,"LINESTRING (-111.7882726 41.7898619, -111.7889987 41.7895739, -111.7900144 41.7895639, -111.7901215 41.7895629)",41.6,257.8,14.0,-0.109,0.109,,,,,,,,253238.46828210822
4185674020,4185674039,0,418115967,residential,False,218.891,North 1875 East,"LINESTRING (-111.7882726 41.7898619, -111.7883115 41.7899375, -111.7883769 41.790061, -111.7884236 41.7901581, -111.7884496 41.7917253, -111.7884515 41.7918096)",41.6,356.1,18.9,0.045,0.045,,,,,,,,344102.1899419724
4185674022,82937515,0,10080412,tertiary,False,157.369,1600 East,"LINESTRING (-111.7948134 41.7905159, -111.7948299 41.7919311)",48.3,359.5,11.7,0.026,0.026,2,,30 mph,,,,,291283.148999841
4185674022,82917598,0,10080412,tertiary,False,323.72999999999996,1600 East,"LINESTRING (-111.7948134 41.7905159, -111.7947996 41.78935, -111.7947911 41.7885982, -111.7949299 41.78761)",48.3,181.7,24.1,-0.04,0.04,2,,30 mph,,,,,597473.4893701574
4185674022,4185674054,0,"[418115960, 418115965]",residential,False,518.037,"['3250 North', '1730 East']","LINESTRING (-111.7948134 41.7905159, -111.7947214 41.7905171, -111.7934604 41.7905334, -111.7929375 41.7905346, -111.7924688 41.7905357, -111.7924051 41.7905358, -111.7921905 41.7905778, -111.791976 41.7906658, -111.7918231 41.7907977, -111.7914206 41.7915628, -111.79139 41.7917556, -111.7913939 41.7920676, -111.7913644 41.7923276, -111.7912836 41.79249, -111.791156 41.7926043, -111.7908041 41.7928162, -111.7907076 41.7928746)",41.6,52.4,44.8,0.075,0.075,,,,,,,,813192.010961719
4185674033,4185674017,0,10083414,residential,False,250.045,North 1800 East,"LINESTRING (-111.7901158 41.7918116, -111.7901215 41.7895629)",41.6,180.1,21.6,-0.051,0.051,,,,,,,,392536.97216305125
4185674033,4185674054,0,10083414,residential,False,134.365,North 1800 East,"LINESTRING (-111.7901158 41.7918116, -111.7901232 41.7921959, -111.7901762 41.7923681, -111.7902716 41.7925111, -111.7907076 41.7928746)",41.6,337.5,11.6,-0.01,0.01,,,,,,,,211401.2034068633
4185674033,4185674039,0,418115975,residential,False,139.398,3375 North,"LINESTRING (-111.7901158 41.7918116, -111.7900265 41.791822, -111.7895888 41.7918736, -111.7890094 41.7918896, -111.7884515 41.7918096)",41.6,90.1,12.1,0.106,0.106,,,,,,,,219590.65378554375
4185674035,4185674020,0,418115959,residential,False,304.269,East 3200 North,"LINESTRING (-111.7863882 41.791759, -111.7863873 41.7916746, -111.7863798 41.7906593, -111.7864292 41.7905925, -111.7864935 41.7905418, -111.7882726 41.7898619)",41.6,216.5,26.3,-0.088,0.088,,,,,,,,477454.6845696777
4185674035,4185674046,0,418115975,residential,False,101.949,3375 North,"LINESTRING (-111.7863882 41.791759, -111.7859798 41.7917676, -111.7855136 41.7918429, -111.7851866 41.7919229)",41.6,79.6,8.8,0.082,0.082,,,,,,,,160808.99845075957
4185674035,6166104073,0,418115975,residential,False,61.329,3375 North,"LINESTRING (-111.7863882 41.791759, -111.7868158 41.7917963, -111.7871165 41.7918501)",41.6,279.5,5.3,-0.089,0.089,,,,,,,,96605.38968761428
4185674039,4185674020,0,418115967,residential,False,218.891,North 1875 East,"LINESTRING (-111.7884515 41.7918096, -111.7884496 41.7917253, -111.7884236 41.7901581, -111.7883769 41.790061, -111.7883115 41.7899375, -111.7882726 41.7898619)",41.6,176.1,18.9,-0.045,0.045,,,,,,,,343709.20896880556
4185674039,6166104073,0,418115975,residential,False,111.76799999999999,3375 North,"LINESTRING (-111.7884515 41.7918096, -111.7881726 41.7918256, -111.7877971 41.7918816, -111.787575 41.7918935, -111.7872757 41.791874, -111.7871165 41.7918501)",41.6,87.7,9.7,0.104,0.104,,,,,,,,176265.83186745772
4185674039,4185674033,0,418115975,residential,False,139.398,3375 North,"LINESTRING (-111.7884515 41.7918096, -111.7890094 41.7918896, -111.7895888 41.7918736, -111.7900265 41.791822, -111.7901158 41.7918116)",41.6,270.1,12.1,-0.106,0.106,,,,,,,,218946.48797509327
4185674046,4185674035,0,418115975,residential,False,101.94900000000001,3375 North,"LINESTRING (-111.7851866 41.7919229, -111.7855136 41.7918429, -111.7859798 41.7917676, -111.7863882 41.791759)",41.6,259.6,8.8,-0.082,0.082,,,,,,,,160296.34684683935
4185674054,4185674060,0,10083414,residential,False,67.531,North 1800 East,"LINESTRING (-111.7907076 41.7928746, -111.7912424 41.7933327)",41.6,319.0,5.8,-0.026,0.026,,,,,,,,106556.5543990694
4185674054,4185674033,0,10083414,residential,False,134.365,North 1800 East,"LINESTRING (-111.7907076 41.7928746, -111.7902716 41.7925111, -111.7901762 41.7923681, -111.7901232 41.7921959, -111.7901158 41.7918116)",41.6,157.5,11.6,0.01,0.01,,,,,,,,211355.5543726761
4185674054,4185674022,0,"[418115960, 418115965]",residential,False,518.037,"['3250 North', '1730 East']","LINESTRING (-111.7907076 41.7928746, -111.7908041 41.7928162, -111.791156 41.7926043, -111.7912836 41.79249, -111.7913644 41.7923276, -111.7913939 41.7920676, -111.79139 41.7917556, -111.7914206 41.7915628, -111.7918231 41.7907977, -111.791976 41.7906658, -111.7921905 41.7905778, -111.7924051 41.7905358, -111.7924688 41.7905357, -111.7929375 41.7905346, -111.7934604 41.7905334, -111.7947214 41.7905171, -111.7948134 41.7905159)",41.6,232.4,44.8,-0.075,0.075,,,,,,,,812672.6345626009
4185674060,4185674054,0,10083414,residential,False,67.531,North 1800 East,"LINESTRING (-111.7912424 41.7933327, -111.7907076 41.7928746)",41.6,139.0,5.8,0.026,0.026,,,,,,,,106623.30836288362
4185674060,4185674061,0,10083414,residential,False,69.361,North 1800 East,"LINESTRING (-111.7912424 41.7933327, -111.7915243 41.79392)",41.6,340.3,6.0,0.011,0.011,,,,,,,,109548.87810006917
4185674060,82930886,0,10085297,residential,False,302.29200000000003,3450 North,"LINESTRING (-111.7912424 41.7933327, -111.7913412 41.7932979, -111.7916149 41.7932023, -111.7917844 41.7931842, -111.7920069 41.7931783, -111.7923151 41.7932113, -111.7948447 41.7932041)",41.6,267.3,26.2,-0.091,0.091,,,,,,,,474390.755712918
4185674061,4185674060,0,10083414,residential,False,69.361,North 1800 East,"LINESTRING (-111.7915243 41.79392, -111.7912424 41.7933327)",41.6,160.3,6.0,-0.011,0.011,,,,,,,,109369.8995619658
4185674061,82886565,0,418115961,residential,False,296.555,3550 North,"LINESTRING (-111.7915243 41.79392, -111.7917582 41.7941557, -111.791937 41.794253, -111.7921245 41.7943222, -111.792348 41.7943687, -111.7925585 41.7943832, -111.7936242 41.7943044, -111.7939027 41.7943014, -111.7947515 41.7943656, -111.7948583 41.7943737)",41.6,280.3,25.7,-0.089,0.089,,,,,,,,465414.17995401355
4185674061,6166104046,0,658456846,residential,False,248.317,Sun Dancer Loop,"LINESTRING (-111.7915243 41.79392, -111.7914224 41.7939601, -111.790917 41.7941596, -111.7905424 41.7942682, -111.7901673 41.794329, -111.7897923 41.7943424, -111.7886464 41.7943039)",41.6,79.9,21.5,0.096,0.096,,,,,,,,390341.56095207087
4185674066,8830483735,0,418115976,residential,False,93.104,900 East,"LINESTRING (-111.7974964 41.7949268, -111.7974999 41.7957641)",41.6,359.8,8.1,0.038,0.038,,,,,,,,146859.4394697747
4185674066,3724659947,0,10084691,tertiary,False,326.745,200 South,"LINESTRING (-111.7974964 41.7949268, -111.7985524 41.794912, -111.7988665 41.7949088, -111.7994631 41.7949027, -111.8000177 41.794897, -111.8003717 41.7948969, -111.8014375 41.7948966)",40.2,269.4,29.3,-0.083,0.083,,,25 mph,,,,,494180.97565423226
4185674066,82925955,0,10084691,tertiary,False,218.15300000000002,200 South,"LINESTRING (-111.7974964 41.7949268, -111.7949847 41.7949446, -111.794865 41.7949455)",40.2,89.5,19.5,0.09,0.09,,,25 mph,,,,,330579.8805809024
4185674087,4562087181,0,418115976,residential,False,45.752,900 East,"LINESTRING (-111.7975145 41.7985196, -111.7975053 41.7981082)",41.6,179.0,4.0,-0.081,0.081,,,,,,,,72133.47347949637
4208799179,5633429407,0,10080013,residential,False,55.193,Upper Canyon Road,"LINESTRING (-111.8112023 41.8460724, -111.8118686 41.8460692)",41.6,269.6,4.8,-0.017,0.017,,,,,,,,87202.91094445254
4208799179,82882204,0,10080013,residential,False,735.5489999999999,Upper Canyon Road,"LINESTRING (-111.8112023 41.8460724, -111.810637 41.846093, -111.810263 41.846093, -111.809845 41.846119, -111.808747 41.846273, -111.808408 41.846358, -111.808207 41.846436, -111.807949 41.846565, -111.807785 41.846669, -111.807572 41.846862, -111.807397 41.847117, -111.80684 41.848116, -111.806613 41.84841, -111.806169 41.848831, -111.8057256 41.8493192, -111.8056198 41.849406, -111.80512 41.849759, -111.8048577 41.8498813)",41.6,51.1,63.7,0.007,0.007,,,,,,,,1154013.022697058
4208799179,9834449668,0,800211779,residential,False,355.057,Canyon Rim Road,"LINESTRING (-111.8112023 41.8460724, -111.8112151 41.8459656, -111.8112568 41.8458587, -111.8114182 41.8456653, -111.811706 41.8455764, -111.8135171 41.8455607, -111.8142332 41.8454561, -111.8150233 41.8452554)",24.1,254.0,53.0,-0.024,0.024,2,,15 mph,,,,,312218.3485120285
4208799478,4208799478,0,10083953,unclassified,False,64.501,Birch Canyon Road,"LINESTRING (-111.777036 41.852643, -111.7769137 41.8527025, -111.7768182 41.852736, -111.7767404 41.852714, -111.7767216 41.8526861, -111.7767377 41.8526321, -111.7768155 41.8525962, -111.776955 41.8526042, -111.777036 41.852643)",48.5,,4.8,0.0,0.0,,,,,,,,
4208799478,4208799478,1,10083953,unclassified,False,64.501,Birch Canyon Road,"LINESTRING (-111.777036 41.852643, -111.776955 41.8526042, -111.7768155 41.8525962, -111.7767377 41.8526321, -111.7767216 41.8526861, -111.7767404 41.852714, -111.7768182 41.852736, -111.7769137 41.8527025, -111.777036 41.852643)",48.5,,4.8,0.0,0.0,,,,,,,,
4208799478,82919048,0,"[10083953, 1069428935]","['unclassified', 'residential']",False,2934.2429999999995,Birch Canyon Road,"LINESTRING (-111.777036 41.852643, -111.777253 41.85264, -111.777495 41.852603, -111.777608 41.852562, -111.777668 41.852521, -111.777784 41.852382, -111.777876 41.852306, -111.778001 41.852258, -111.778991 41.851968, -111.780122 41.85161, -111.780254 41.851578, -111.780758 41.851506, -111.781051 41.851428, -111.78137 41.851305, -111.782026 41.851095, -111.783645 41.850853, -111.783891 41.850829, -111.784104 41.850783, -111.784854 41.850554, -111.785045 41.850516, -111.785477 41.850467, -111.785851 41.850467, -111.786059 41.850447, -111.786238 41.850411, -111.786524 41.850331, -111.786671 41.850291, -111.786915 41.850193, -111.787526 41.849689, -111.787939 41.849406, -111.788047 41.849281, -111.788198 41.849054, -111.788331 41.848909, -111.788439 41.848815, -111.788617 41.848698, -111.789305 41.848396, -111.79 41.848161, -111.790306 41.848033, -111.790581 41.847894, -111.791317 41.847471, -111.792331 41.84686, -111.792455 41.84681, -111.79283 41.846735, -111.792979 41.846683, -111.79342 41.846478, -111.793747 41.846257, -111.794005 41.846169, -111.794376 41.846082, -111.794566 41.845994, -111.794767 41.845868, -111.795012 41.845684, -111.795175 41.845594, -111.795387 41.845513, -111.795574 41.845419, -111.795682 41.845335, -111.79578 41.845224, -111.795876 41.845027, -111.7959154 41.8449745, -111.795984 41.844883, -111.79616 41.844779, -111.796323 41.84473, -111.797759 41.844555, -111.798152 41.844466, -111.798515 41.844418, -111.798941 41.844453, -111.79902 41.84447, -111.79921 41.844574, -111.799612 41.844951, -111.799722 41.845033, -111.800116 41.845216, -111.800443 41.845424, -111.800573 41.845487, -111.801204 41.845762, -111.801341 41.84579, -111.801434 41.845784, -111.801598 41.845734, -111.802112 41.84548, -111.802227 41.845423, -111.80255 41.84529, -111.803166 41.845069, -111.803294 41.845053, -111.803486 41.845055, -111.804133 41.845102, -111.804313 41.845092, -111.804533 41.84505, -111.8046974 41.8449816, -111.805006 41.844767, -111.805083 41.844726, -111.805203 41.844687, -111.805528 41.844627, -111.8057716 41.8445449, -111.8059835 41.8444701, -111.806321 41.844351, -111.80692 41.844171, -111.807591 41.844005, -111.8076714 41.8439719)",48.5,249.2,217.8,-0.057,0.057,,,,,,,,5432606.29383514
4208799713,4208799839,0,10082929,residential,False,51.639,80 North,"LINESTRING (-111.8031183 41.837994, -111.8037416 41.8379984)",41.6,270.5,4.5,-0.097,0.097,,,,,,,,81378.97310326289
4208799826,4208799830,0,421032207,residential,False,90.141,120 South,"LINESTRING (-111.805102 41.8335912, -111.804014 41.8335925)",40.2,89.9,8.1,0.059,0.059,,,25 mph,,,,,137030.47536446445
4208799826,4563868831,0,421032207,residential,False,55.476,120 South,"LINESTRING (-111.805102 41.8335912, -111.8057716 41.8335904)",40.2,269.9,5.0,-0.047,0.047,,,25 mph,,,,,84343.64922913528
4208799826,82917937,0,10083792,residential,False,241.11,1050 East,"LINESTRING (-111.805102 41.8335912, -111.805102 41.833676, -111.8051028 41.8342692, -111.8050351 41.8345542, -111.8048709 41.8349719, -111.8048213 41.8352396, -111.8048129 41.8356404, -111.8048118 41.835735)",40.2,5.8,21.6,-0.013,0.013,,,25 mph,,,,,365019.59959709103
4208799830,4208799833,0,421032207,residential,False,90.389,120 South,"LINESTRING (-111.804014 41.8335925, -111.802923 41.8335937)",40.2,89.9,8.1,0.069,0.069,,,25 mph,,,,,137435.76036662335
4208799830,4208799826,0,421032207,residential,False,90.141,120 South,"LINESTRING (-111.804014 41.8335925, -111.805102 41.8335912)",40.2,269.9,8.1,-0.059,0.059,,,25 mph,,,,,136693.5440351688
4208799830,429571917,0,36941408,residential,False,240.742,1100 East,"LINESTRING (-111.804014 41.8335925, -111.804016 41.8343138, -111.8039707 41.8345036, -111.8037938 41.8349656, -111.8037358 41.8352536, -111.803738 41.8357329)",40.2,5.5,21.6,-0.008,0.008,,,25 mph,,,,,364478.81058986275
4208799833,5275809262,0,421032207,residential,False,90.389,120 South,"LINESTRING (-111.802923 41.8335937, -111.801832 41.833595)",40.2,89.9,8.1,0.08,0.08,,,25 mph,,,,,137469.31260514804
4208799833,4208799830,0,421032207,residential,False,90.389,120 South,"LINESTRING (-111.802923 41.8335937, -111.804014 41.8335925)",40.2,269.9,8.1,-0.069,0.069,,,25 mph,,,,,137037.82495375443
4208799833,4208799837,0,421032208,residential,False,199.067,1150 East,"LINESTRING (-111.802923 41.8335937, -111.802912 41.8343686, -111.8026538 41.8350389, -111.8026176 41.8353557)",40.2,7.4,17.8,-0.004,0.004,,,25 mph,,,,,301510.2604303214
4208799837,4208799833,0,421032208,residential,False,199.067,1150 East,"LINESTRING (-111.8026176 41.8353557, -111.8026538 41.8350389, -111.802912 41.8343686, -111.802923 41.8335937)",40.2,187.4,17.8,0.004,0.004,,,25 mph,,,,,301438.12974548433
4208799838,4208799839,0,10082929,residential,False,91.108,80 North,"LINESTRING (-111.8048413 41.8380061, -111.8037416 41.8379984)",41.6,90.5,7.9,0.084,0.084,,,,,,,,143807.51978940915
4208799838,82911699,0,10082929,residential,False,85.432,80 North,"LINESTRING (-111.8048413 41.8380061, -111.8057266 41.8380124, -111.8058725 41.8380134)",41.6,270.5,7.4,-0.058,0.058,,,,,,,,134485.71985798143
4208799838,82917937,0,545895712,residential,False,252.81500000000003,1050 East,"LINESTRING (-111.8048413 41.8380061, -111.804843 41.8379365, -111.8048742 41.8368368, -111.8048217 41.8364938, -111.8048121 41.8358198, -111.8048118 41.835735)",41.6,179.4,21.9,-0.016,0.016,,,,,,,,396990.3545472684
4208799839,4208799713,0,10082929,residential,False,51.639,80 North,"LINESTRING (-111.8037416 41.8379984, -111.8031183 41.837994)",41.6,90.5,4.5,0.097,0.097,,,,,,,,81965.57390577508
4208799839,4208799838,0,10082929,residential,False,91.108,80 North,"LINESTRING (-111.8037416 41.8379984, -111.8048413 41.8380061)",41.6,270.5,7.9,-0.084,0.084,,,,,,,,143302.98612071454
4208799839,429571917,0,545895711,residential,False,251.913,1100 East,"LINESTRING (-111.8037416 41.8379984, -111.803738 41.8357329)",41.6,179.9,21.8,-0.02,0.02,,,,,,,,395563.5950434982
4209221230,82910597,0,10082776,residential,False,107.53,160 North,"LINESTRING (-111.80128 41.8020809, -111.7999828 41.8020899)",41.6,89.5,9.3,0.077,0.077,,,,,,,,169534.2144110646
4209221230,3724660006,0,"[10082776, 368614520]",residential,False,420.33399999999995,"['700 East', '160 North']","LINESTRING (-111.80128 41.8020809, -111.802292 41.802074, -111.802372 41.802044, -111.80243 41.80199, -111.802494 41.801877, -111.8027524 41.8012863, -111.802937 41.8008643, -111.8031978 41.8001668, -111.8032946 41.7998175, -111.803314 41.7995779, -111.8032868 41.7993758, -111.8032055 41.7992084)",41.6,206.6,36.4,-0.037,0.037,,,,,,,,659586.1151208158
4209221230,4562087187,0,460578401,residential,False,273.89,760 East,"LINESTRING (-111.80128 41.8020809, -111.8012831 41.8011991, -111.8012669 41.8011022, -111.8010067 41.8006476, -111.8006236 41.7998421, -111.8005472 41.7997199)",41.6,167.0,23.7,0.001,0.001,,,,,,,,430086.0208551538
4209221270,4209221272,0,10082776,residential,False,130.086,160 North,"LINESTRING (-111.7998438 41.8020908, -111.7982745 41.8021016)",41.6,89.5,11.3,0.074,0.074,,,,,,,,204890.0314104123
4209221270,82910597,0,10082776,residential,False,11.522,160 North,"LINESTRING (-111.7998438 41.8020908, -111.7999828 41.8020899)",41.6,269.5,1.0,-0.098,0.098,,,,,,,,18475.899671215506
4209221270,4562087187,0,460578403,residential,False,286.463,280 East,"LINESTRING (-111.7998438 41.8020908, -111.7998521 41.8008597, -111.7998927 41.8002839, -111.7999253 41.8001808, -111.8000066 41.8000596, -111.8005472 41.7997199)",41.6,192.5,24.8,-0.032,0.032,,,,,,,,449700.0899041153
4209221272,4209221275,0,10082776,residential,False,90.388,160 North,"LINESTRING (-111.7982745 41.8021016, -111.7971841 41.8021091)",41.6,89.5,7.8,0.057,0.057,,,,,,,,142594.34624998184
4209221272,4209221270,0,10082776,residential,False,130.086,160 North,"LINESTRING (-111.7982745 41.8021016, -111.7998438 41.8020908)",41.6,269.5,11.3,-0.074,0.074,,,,,,,,204446.75075672413
4209221272,9601971116,0,1043287757,residential,False,75.72,North 850 East,"LINESTRING (-111.7982745 41.8021016, -111.7982871 41.8027825)",41.6,359.2,6.6,0.008,0.008,,,,,,,,119508.7077478467
4209221275,7079078565,0,10082776,residential,False,255.695,160 North,"LINESTRING (-111.7971841 41.8021091, -111.7940995 41.8021303)",41.6,89.5,22.1,0.069,0.069,,,,,,,,401815.11844535783
4209221275,4209221272,0,10082776,residential,False,90.388,160 North,"LINESTRING (-111.7971841 41.8021091, -111.7982745 41.8021016)",41.6,269.5,7.8,-0.057,0.057,,,,,,,,142258.38421948542
4209221275,82913283,0,10086120,residential,False,115.155,900 East,"LINESTRING (-111.7971841 41.8021091, -111.7971886 41.8028958, -111.7971904 41.8031447)",41.6,359.7,10.0,-0.016,0.016,,,,,,,,181262.51693581615
4209221275,10184480713,0,10086120,residential,False,53.013,900 East,"LINESTRING (-111.7971841 41.8021091, -111.797185 41.8018369, -111.7971069 41.8016408)",41.6,173.0,4.6,-0.001,0.001,,,,,,,,83769.55592403216
4209221286,82910598,0,10082776,residential,False,38.131,160 North,"LINESTRING (-111.7918029 41.802146, -111.7913429 41.8021492)",41.6,89.5,3.3,0.087,0.087,,,,,,,,60755.905359574
4209221286,7079078565,0,10082776,residential,False,190.374,160 North,"LINESTRING (-111.7918029 41.802146, -111.7940995 41.8021303)",41.6,269.5,16.5,-0.073,0.073,,,,,,,,298974.7511173377
4209221286,7498181032,0,801658342,residential,False,88.27900000000001,1100 East,"LINESTRING (-111.7918029 41.802146, -111.7918069 41.8014991, -111.7918069 41.8013521)",41.6,180.2,7.6,0.012,0.012,,,,,,,,139104.84552541454
4236631172,82938075,0,"[1009649235, 427634635]",residential,False,354.203,2100 West,"LINESTRING (-111.8843783 41.6428817, -111.8857143 41.6429822, -111.885942 41.6429995, -111.8860075 41.6429069, -111.8860358 41.6427588, -111.886038 41.6410022)",41.6,213.4,30.7,-0.0,0.0,,,,,,,,556021.2224742505
4241797581,928198637,0,424803396,residential,False,55.306,100 West,"LINESTRING (-111.9378089 41.6160505, -111.9377983 41.6156226, -111.9377975 41.6155532)",41.6,179.0,4.8,0.033,0.033,,,,,,,,87472.91053903913
4261399334,4261399338,0,10084525,residential,False,94.042,South 400 East,"LINESTRING (-111.8443479 41.6270038, -111.8443485 41.6268599, -111.844283 41.6266759, -111.8441554 41.626509, -111.8440803 41.6263807, -111.8440584 41.6263004, -111.8440522 41.6262033)",41.6,164.6,8.1,-0.012,0.012,2,,,,,,,148063.4763462628
4261399334,5329975284,0,426884022,residential,True,49.304,South 400 East,"LINESTRING (-111.8443479 41.6270038, -111.8442647 41.6270744, -111.8442543 41.6273364, -111.8443177 41.6274096)",41.6,3.2,4.3,-0.007,0.007,1,,,,,,,78043.04668691018
4261399338,4261399334,0,10084525,residential,False,94.042,South 400 East,"LINESTRING (-111.8440522 41.6262033, -111.8440584 41.6263004, -111.8440803 41.6263807, -111.8441554 41.626509, -111.844283 41.6266759, -111.8443485 41.6268599, -111.8443479 41.6270038)",41.6,344.6,8.1,0.012,0.012,2,,,,,,,148249.42421600665
4261399338,82937769,0,10084525,residential,False,88.698,South 400 East,"LINESTRING (-111.8440522 41.6262033, -111.8440644 41.6258804, -111.844053 41.6257185, -111.8440222 41.6255011, -111.8439896 41.6254104)",41.6,176.6,7.7,-0.001,0.001,2,,,,,,,139720.0984463902
4261399338,4261399345,0,426884025,residential,False,49.064,East 360 South,"LINESTRING (-111.8440522 41.6262033, -111.8439267 41.6262074, -111.8436418 41.6262694, -111.8434893 41.626322)",41.6,74.2,4.2,0.025,0.025,2,,,,,,,77716.51005912526
4261399345,4261399338,0,426884025,residential,False,49.06400000000001,East 360 South,"LINESTRING (-111.8434893 41.626322, -111.8436418 41.6262694, -111.8439267 41.6262074, -111.8440522 41.6262033)",41.6,254.2,4.2,-0.025,0.025,2,,,,,,,77553.30080282276
4261399362,82921098,0,426884026,residential,False,78.518,700 East,"LINESTRING (-111.8352719 41.6254304, -111.8352803 41.6247928, -111.8352812 41.6247243)",41.6,180.6,6.8,0.001,0.001,,,,,,,,123766.05387030145
4261399385,82938073,0,426884027,residential,False,157.09799999999998,1900 West,"LINESTRING (-111.8850873 41.6424202, -111.8851652 41.6420817, -111.8852066 41.641113, -111.8852109 41.6410129)",41.6,183.8,13.6,0.003,0.003,,,,,,,,246977.79873628693
4261399386,4261399589,0,426884028,residential,False,191.319,1025 West,"LINESTRING (-111.8827373 41.6418384, -111.8827179 41.6425336, -111.8826807 41.6428751, -111.8824794 41.6435409)",41.6,6.5,16.6,-0.025,0.025,,,,,,,,300648.86443789775
4261399386,82938067,0,426884028,residential,False,94.157,1025 West,"LINESTRING (-111.8827373 41.6418384, -111.8827486 41.6410847, -111.8827516 41.6409917)",41.6,180.7,8.1,0.015,0.015,,,,,,,,148330.4693671734
4261399386,4261399599,0,426884031,residential,False,117.134,325 North,"LINESTRING (-111.8827373 41.6418384, -111.8828325 41.6418395, -111.8836787 41.6418489, -111.8838274 41.6418172, -111.8839123 41.6417378, -111.8839831 41.6416162)",41.6,256.6,10.1,0.009,0.009,,,,,,,,184389.07574814648
4261399589,4261399591,0,426884028,residential,False,112.677,1025 West,"LINESTRING (-111.8824794 41.6435409, -111.88244 41.6437797, -111.8824334 41.6445075, -111.8824329 41.6445524)",41.6,2.0,9.8,-0.026,0.026,,,,,,,,177345.1757469363
4261399589,4261399386,0,426884028,residential,False,191.319,1025 West,"LINESTRING (-111.8824794 41.6435409, -111.8826807 41.6428751, -111.8827179 41.6425336, -111.8827373 41.6418384)",41.6,186.5,16.6,0.025,0.025,,,,,,,,300702.72188354627
4261399589,4261399595,0,426884030,residential,False,107.593,370 North,"LINESTRING (-111.8824794 41.6435409, -111.8826013 41.6435448, -111.8829949 41.6435575, -111.8832996 41.6435462, -111.883423 41.6435634, -111.8835003 41.6436059, -111.8836311 41.6437671)",41.6,284.7,9.3,-0.006,0.006,,,,,,,,169408.75864149551
4261399591,82921375,0,1009649234,residential,False,46.359,West 4800 South,"LINESTRING (-111.8824329 41.6445524, -111.8829908 41.644554)",41.6,270.2,4.0,-0.02,0.02,,,,,,,,73343.2850653172
4261399591,9315722538,0,1009649234,residential,False,49.027,West 4800 South,"LINESTRING (-111.8824329 41.6445524, -111.8818429 41.6445562)",41.6,89.5,4.2,-0.009,0.009,,,,,,,,77536.59782768262
4261399591,4261399589,0,426884028,residential,False,112.677,1025 West,"LINESTRING (-111.8824329 41.6445524, -111.8824334 41.6445075, -111.88244 41.6437797, -111.8824794 41.6435409)",41.6,182.0,9.8,0.026,0.026,,,,,,,,177402.7780213425
4261399595,4261399589,0,426884030,residential,False,107.593,370 North,"LINESTRING (-111.8836311 41.6437671, -111.8835003 41.6436059, -111.883423 41.6435634, -111.8832996 41.6435462, -111.8829949 41.6435575, -111.8826013 41.6435448, -111.8824794 41.6435409)",41.6,104.7,9.3,0.006,0.006,,,,,,,,169395.3682859387
4261399599,4261399386,0,426884031,residential,False,117.13400000000001,325 North,"LINESTRING (-111.8839831 41.6416162, -111.8839123 41.6417378, -111.8838274 41.6418172, -111.8836787 41.6418489, -111.8828325 41.6418395, -111.8827373 41.6418384)",41.6,76.6,10.1,-0.009,0.009,,,,,,,,184333.02993424068
4309999755,9797018493,0,10080044,residential,False,77.71,1100 West,"LINESTRING (-111.8623027 41.7001216, -111.8622906 41.6994228)",41.6,179.3,6.7,-0.001,0.001,2,,,,,,,122492.61758980439
4309999755,2407469068,0,10080044,residential,False,295.207,1100 West,"LINESTRING (-111.8623027 41.7001216, -111.8623027 41.7002045, -111.8623254 41.7027764)",41.6,359.6,25.5,-0.006,0.006,2,,,,,,,463595.50970819703
4309999755,82932024,0,943712989,unclassified,False,159.91299999999998,1800 South,"LINESTRING (-111.8623027 41.7001216, -111.8606017 41.7001297, -111.8603766 41.7001308)",48.5,89.6,11.9,-0.001,0.001,,,,,,,,297123.92237144354
