u,v,key,osmid,highway,oneway,length,name,geometry,speed_kph,bearing,travel_time,grade,grade_abs,lanes,ref,maxspeed,bridge,width,junction,access,simple_model_e
82917598,3039923967,0,418115958,tertiary,False,318.866,3100 North,"LINESTRING (-111.7949299 41.78761, -111.7987758 41.7876259)",40.2,270.3,28.6,-0.079,0.079,2,,25 mph,,,,,482287.0570633659
82917598,4185674022,0,10080412,tertiary,False,323.73,1600 East,"LINESTRING (-111.7949299 41.78761, -111.7947911 41.7885982, -111.7947996 41.78935, -111.7948134 41.7905159)",48.3,1.7,24.1,0.04,0.04,2,,30 mph,,,,,597910.4840995547
82917598,82923054,0,10080412,tertiary,False,813.421,1600 East,"LINESTRING (-111.7949299 41.78761, -111.7949238 41.7870736, -111.7949153 41.7861981, -111.7949127 41.7859231, -111.7949118 41.7858309, -111.7949084 41.7854875, -111.7948893 41.7835087, -111.7948738 41.7819093, -111.794866 41.7802949)",48.3,179.6,60.6,-0.033,0.033,2,,30 mph,,,,,1499920.7295968188
82917598,82917590,0,10083734,residential,False,146.614,3100 North,"LINESTRING (-111.7949299 41.78761, -111.7947712 41.7876121, -111.793162 41.78764)",41.6,88.7,12.7,0.085,0.085,,,,,,,,230839.5550491684
82917603,3625501186,0,10083737,residential,False,437.928,1000 East,"LINESTRING (-111.8086972 41.7610346, -111.8086733 41.7624473, -111.8086367 41.7646745, -111.8086367 41.7649727)",41.6,0.7,37.9,-0.0,0.0,,,,,,,,687384.7704126145
82917609,82917611,0,391843961,residential,False,89.891,1000 East,"LINESTRING (-111.8088642 41.7668908, -111.8088608 41.7676992)",40.2,0.2,8.0,0.038,0.038,2,,25 mph,,,,,136651.17921138223
82917609,82938798,0,391843961,residential,False,14.122,1000 East,"LINESTRING (-111.8088642 41.7668908, -111.8089772 41.7667958)",40.2,221.6,1.3,0.024,0.024,2,,25 mph,,,,,22024.12461134454
82917609,82918431,0,"[10086264, 10085561]",residential,False,248.014,"['1100 East', '1950 North']","LINESTRING (-111.8088642 41.7668908, -111.8069764 41.76689, -111.8069726 41.7677124)",41.6,59.8,21.5,0.036,0.036,,,,,,,,389696.2929838156
82917611,82918431,0,10083879,residential,False,156.605,2000 North,"LINESTRING (-111.8088608 41.7676992, -111.8069726 41.7677124)",41.6,89.5,13.6,0.035,0.035,,,,,,,,246345.75784666516
82917611,82917613,0,391843961,residential,False,91.304,1000 East,"LINESTRING (-111.8088608 41.7676992, -111.8088546 41.7685203)",40.2,0.3,8.2,0.021,0.021,2,,25 mph,,,,,138734.66044819643
82917611,82917609,0,391843961,residential,False,89.891,1000 East,"LINESTRING (-111.8088608 41.7676992, -111.8088642 41.7668908)",40.2,180.2,8.0,-0.038,0.038,2,,25 mph,,,,,136319.09294893575
82917613,82937859,0,10086363,residential,False,157.791,2050 North,"LINESTRING (-111.8088546 41.7685203, -111.806952 41.7685244)",41.6,89.8,13.7,0.037,0.037,,,,,,,,248211.30679012477
82917613,82917614,0,391843961,residential,False,90.168,1000 East,"LINESTRING (-111.8088546 41.7685203, -111.808852 41.7693312)",40.2,0.1,8.1,0.005,0.005,2,,25 mph,,,,,136969.15205579854
82917613,82917611,0,391843961,residential,False,91.304,1000 East,"LINESTRING (-111.8088546 41.7685203, -111.8088608 41.7676992)",40.2,180.3,8.2,-0.021,0.021,2,,25 mph,,,,,138506.32237833668
82917614,82917613,0,391843961,residential,False,90.168,1000 East,"LINESTRING (-111.808852 41.7693312, -111.8088546 41.7685203)",40.2,180.1,8.1,-0.005,0.005,2,,25 mph,,,,,136838.33848366723
82917614,82937861,0,10086361,tertiary,False,156.8,2100 North,"LINESTRING (-111.808852 41.7693312, -111.8083705 41.7693347, -111.8081529 41.7693362, -111.8069614 41.7693448)",45.1,89.4,12.5,0.031,0.031,2,,,,,,,269238.99445068516
82917614,82938695,0,10086361,tertiary,False,152.31000000000003,2100 North,"LINESTRING (-111.808852 41.7693312, -111.8089088 41.7693309, -111.8093736 41.7693284, -111.8105989 41.7693218, -111.8106885 41.7693213)",45.1,269.6,12.2,-0.033,0.033,2,,,,,,,261366.8071718561
82917623,82915370,0,10083740,residential,False,80.763,1000 East,"LINESTRING (-111.8087437 41.7838687, -111.808744 41.7837494, -111.8087496 41.7831424)",41.6,180.3,7.0,0.016,0.016,,,,,,,,127333.24474989068
82917623,82917629,0,10083740,residential,False,107.725,1000 East,"LINESTRING (-111.8087437 41.7838687, -111.8087378 41.7839917, -111.8087024 41.784837)",41.6,1.8,9.3,-0.006,0.006,,,,,,,,169644.17336934715
82917623,82918801,0,10083926,residential,False,110.204,2900 North,"LINESTRING (-111.8087437 41.7838687, -111.8088442 41.7838911, -111.8094403 41.7840227, -111.8100424 41.7840403)",41.6,280.0,9.5,-0.033,0.033,,,,,,,,173413.13613609545
82917623,82918807,0,10083926,residential,False,33.742000000000004,2900 North,"LINESTRING (-111.8087437 41.7838687, -111.8086078 41.7838486, -111.8083446 41.7838094)",41.6,101.3,2.9,0.02,0.02,,,,,,,,53652.3372998374
82917629,82917623,0,10083740,residential,False,107.725,1000 East,"LINESTRING (-111.8087024 41.784837, -111.8087378 41.7839917, -111.8087437 41.7838687)",41.6,181.8,9.3,0.006,0.006,,,,,,,,169575.41937023253
82917629,3188055448,0,10083740,residential,False,283.484,1000 East,"LINESTRING (-111.8087024 41.784837, -111.8087261 41.7869918, -111.8088234 41.787276, -111.808857 41.7873741)",41.6,357.4,24.5,-0.0,0.0,,,,,,,,445234.533132594
82917629,82929954,0,10085996,residential,False,364.17,2950 North,"LINESTRING (-111.8087024 41.784837, -111.8088453 41.7848376, -111.8129731 41.7848791, -111.8130942 41.784881)",41.6,270.8,31.5,-0.029,0.029,,,,,,,,571607.5612156643
82917668,82921501,0,10086407,residential,False,159.819,West 3480 South,"LINESTRING (-111.8505978 41.6697835, -111.848674 41.6697578)",41.6,91.0,13.8,0.016,0.016,,,,,,,,251323.5856412656
82917668,82938912,0,10086407,residential,False,46.068,West 3480 South,"LINESTRING (-111.8505978 41.6697835, -111.8511524 41.6697875)",41.6,270.6,4.0,-0.011,0.011,,,,,,,,72915.81537065234
82917668,82921503,0,"[10083745, 10084323]",residential,False,249.57700000000003,"['South 720 West', 'West 3430 South']","LINESTRING (-111.8505978 41.6697835, -111.850557 41.6705673, -111.8504701 41.6706426, -111.8503564 41.6706779, -111.848658 41.6706682)",41.6,58.6,21.6,0.015,0.015,,,,,,,,392081.72991333244
82917670,82917671,0,10083747,residential,False,80.083,Panoramic Drive,"LINESTRING (-111.8364569 41.6388348, -111.8364548 41.639555)",41.6,0.1,6.9,0.041,0.041,,,,,,,,126453.36932157542
82917670,82922445,0,10086125,residential,False,164.941,Anderson Avenue,"LINESTRING (-111.8364569 41.6388348, -111.838438 41.6389255)",41.6,273.5,14.3,-0.075,0.075,,,,,,,,259096.1003972594
82917670,82916539,0,10086125,residential,False,101.217,Anderson Avenue,"LINESTRING (-111.8364569 41.6388348, -111.8352404 41.6387898)",41.6,92.8,8.8,0.085,0.085,,,,,,,,159658.33758734222
82917670,82928389,0,10086211,residential,False,254.83300000000003,Park Avenue,"LINESTRING (-111.8364569 41.6388348, -111.8363931 41.638443, -111.8364334 41.6366962, -111.8364685 41.6365485)",41.6,180.2,22.1,0.049,0.049,,,,,,,,400359.68511745805
82917671,82916561,0,10083747,residential,False,186.103,Panoramic Drive,"LINESTRING (-111.8364548 41.639555, -111.8364743 41.6412286)",41.6,359.5,16.1,0.002,0.002,,,,,,,,292557.90846693364
82917671,82917670,0,10083747,residential,False,80.083,Panoramic Drive,"LINESTRING (-111.8364548 41.639555, -111.8364569 41.6388348)",41.6,180.1,6.9,-0.041,0.041,,,,,,,,126087.12186119739
82917671,82931990,0,10085464,residential,False,34.536,Sunset Circle,"LINESTRING (-111.8364548 41.639555, -111.8360395 41.6395666)",41.6,87.9,3.0,-0.0,0.0,,,,,,,,54846.23377065934
82917673,82916561,0,10083747,residential,False,45.054,Panoramic Drive,"LINESTRING (-111.836508 41.641633, -111.8364743 41.6412286)",41.6,176.4,3.9,0.082,0.082,,,,,,,,71553.13898325853
82917680,82922778,0,10086353,residential,False,105.566,100 West,"LINESTRING (-111.9376679 41.6232556, -111.9376133 41.6242041)",41.6,2.5,9.1,-0.019,0.019,,,,,,,,166217.88643065537
82917680,82913893,0,10086353,residential,False,124.801,100 West,"LINESTRING (-111.9376679 41.6232556, -111.9376831 41.6221333)",41.6,180.6,10.8,0.024,0.024,,,,,,,,196405.2214679234
82917680,82917682,0,10083748,residential,False,231.6,750 South,"LINESTRING (-111.9376679 41.6232556, -111.9378311 41.6232552, -111.9402998 41.6233075, -111.9404531 41.6233115)",41.6,271.5,20.0,-0.004,0.004,,,,,,,,363832.192555593
82917682,82913827,0,10085428,residential,False,125.413,200 West,"LINESTRING (-111.9404531 41.6233115, -111.9404914 41.622184)",41.6,181.5,10.9,0.046,0.046,,,,,,,,197434.4128862797
82917682,82922780,0,10085429,residential,False,105.654,200 West,"LINESTRING (-111.9404531 41.6233115, -111.9404134 41.6242612)",41.6,1.8,9.1,-0.012,0.012,,,,,,,,166378.1383099348
82917682,82917680,0,10083748,residential,False,231.6,750 South,"LINESTRING (-111.9404531 41.6233115, -111.9402998 41.6233075, -111.9378311 41.6232552, -111.9376679 41.6232556)",41.6,91.5,20.0,0.004,0.004,,,,,,,,363829.82954179106
82917698,82917701,0,10083750,residential,False,50.861,750 South,"LINESTRING (-111.8455881 41.717936, -111.8462007 41.7179473)",41.6,271.4,4.4,0.007,0.007,,,,,,,,80488.27343413126
82917698,82917263,0,10085177,residential,False,91.921,350 West,"LINESTRING (-111.8455881 41.717936, -111.8455812 41.7182572, -111.845599 41.7183441, -111.8456486 41.7184812, -111.8456523 41.7186629, -111.8456746 41.7187552)",41.6,355.5,8.0,0.002,0.002,,,,,,,,144891.79009217743
82917698,82929916,0,"[1068350104, 10085177]",residential,False,115.538,"['350 West', '790 South']","LINESTRING (-111.8455881 41.717936, -111.8455987 41.7173544, -111.8456557 41.7172753, -111.8457714 41.7172573, -111.8461449 41.7172753)",41.6,212.2,10.0,0.001,0.001,,,,,,,,181823.5356333326
82917701,82917698,0,10083750,residential,False,50.861,750 South,"LINESTRING (-111.8462007 41.7179473, -111.8455881 41.717936)",41.6,91.4,4.4,-0.007,0.007,,,,,,,,80416.65531616373
82917706,82917709,0,10083751,residential,False,56.731,North 750 South,"LINESTRING (-111.8424907 41.7181201, -111.8418073 41.7181106)",41.6,91.1,4.9,0.021,0.021,,,,,,,,89708.81633393295
82917706,82917259,0,10085749,residential,False,66.32,300 West,"LINESTRING (-111.8424907 41.7181201, -111.8424738 41.7187164)",41.6,1.2,5.7,0.007,0.007,,,,,,,,104766.94601709607
82917706,82922891,0,10085749,residential,False,81.413,300 West,"LINESTRING (-111.8424907 41.7181201, -111.8425113 41.7173881)",41.6,181.2,7.0,0.0,0.0,,,,,,,,128302.06726517533
82917709,82917706,0,10083751,residential,False,56.731,North 750 South,"LINESTRING (-111.8418073 41.7181106, -111.8424907 41.7181201)",41.6,271.1,4.9,-0.021,0.021,,,,,,,,89603.11454433904
82917716,82917720,0,10083753,residential,False,210.021,400 South,"LINESTRING (-111.8180494 41.7003604, -111.8193664 41.7003688, -111.8196803 41.7003724, -111.820579 41.7003766)",41.6,270.5,18.2,-0.051,0.051,,,,,,,,329849.4380904499
82917716,82922864,0,10085062,residential,False,211.182,Main Street,"LINESTRING (-111.8180494 41.7003604, -111.8180458 41.7004529, -111.818045 41.700474, -111.8180419 41.7007651, -111.8180272 41.7021426, -111.8180264 41.7022595)",41.6,0.5,18.3,-0.021,0.021,,,,,,,,331806.1540308925
82917716,82928838,0,10085062,residential,False,212.95399999999998,Main Street,"LINESTRING (-111.8180494 41.7003604, -111.818049 41.7002487, -111.8181131 41.6984459)",41.6,181.4,18.4,0.015,0.015,,,,,,,,334591.04149712593
82917716,82936377,0,10086247,residential,False,196.063,400 South,"LINESTRING (-111.8180494 41.7003604, -111.8179158 41.7003568, -111.81588 41.7003012, -111.8156894 41.7002958)",41.6,92.1,17.0,0.092,0.092,,,,,,,,308388.9996449361
82917720,82917725,0,10083753,residential,False,208.898,400 South,"LINESTRING (-111.820579 41.7003766, -111.822939 41.7004443, -111.8229702 41.7004449, -111.8230934 41.7004471)",41.6,272.2,18.1,-0.046,0.046,,,,,,,,328106.0821727039
82917720,82917716,0,10083753,residential,False,210.021,400 South,"LINESTRING (-111.820579 41.7003766, -111.8196803 41.7003724, -111.8193664 41.7003688, -111.8180494 41.7003604)",41.6,90.5,18.2,0.051,0.051,,,,,,,,330145.6473835039
82917720,82922865,0,10085165,residential,False,215.171,100 West,"LINESTRING (-111.820579 41.7003766, -111.820571 41.7005203, -111.8205398 41.701521, -111.8205252 41.7023112)",41.6,1.2,18.6,-0.021,0.021,,,,,,,,338060.2926957252
82917720,82938001,0,10085165,residential,False,206.22199999999998,100 West,"LINESTRING (-111.820579 41.7003766, -111.820585 41.7002734, -111.8206206 41.6985223)",41.6,181.0,17.8,0.017,0.017,,,,,,,,324042.24011005345
82917725,82924937,0,10085367,tertiary,False,34.222,200 West,"LINESTRING (-111.8230934 41.7004471, -111.823107 41.7001395)",45.1,181.9,2.7,0.027,0.027,,,,,,,,59478.112471744076
82917725,82917720,0,10083753,residential,False,208.898,400 South,"LINESTRING (-111.8230934 41.7004471, -111.8229702 41.7004449, -111.822939 41.7004443, -111.820579 41.7003766)",41.6,92.1,18.1,0.046,0.046,,,,,,,,328367.6489489528
82917725,10018885451,0,10085367,tertiary,False,210.997,200 West,"LINESTRING (-111.8230934 41.7004471, -111.8230818 41.7012238, -111.8230423 41.7023442)",45.1,1.2,16.8,-0.016,0.016,,,,,,,,361873.11575974524
82917737,82917739,0,10083755,residential,False,232.388,400 South,"LINESTRING (-111.9429905 41.6306031, -111.9401952 41.6305539)",41.6,91.3,20.1,-0.023,0.023,,,,,,,,364980.2864180458
82917737,82922859,0,10084386,residential,False,232.556,300 West,"LINESTRING (-111.9429905 41.6306031, -111.9429277 41.632694)",41.6,1.3,20.1,0.022,0.022,,,,,,,,365453.7310845138
82917737,82923065,0,10084386,residential,False,234.072,300 West,"LINESTRING (-111.9429905 41.6306031, -111.9430837 41.6284992)",41.6,181.9,20.3,-0.012,0.012,,,,,,,,367616.5980066178
82917739,82917741,0,10083755,residential,False,229.91,400 South,"LINESTRING (-111.9401952 41.6305539, -111.9374297 41.6305053)",41.6,91.3,19.9,-0.018,0.018,,,,,,,,361110.8416129502
82917739,82917737,0,10083755,residential,False,232.388,400 South,"LINESTRING (-111.9401952 41.6305539, -111.9429905 41.6306031)",41.6,271.3,20.1,0.023,0.023,,,,,,,,365152.72387464915
82917739,82922857,0,10085429,residential,False,231.518,200 West,"LINESTRING (-111.9401952 41.6305539, -111.9401289 41.6326354)",41.6,1.4,20.0,0.009,0.009,,,,,,,,363785.2047599985
82917739,82931703,0,10085429,residential,False,234.277,200 West,"LINESTRING (-111.9401952 41.6305539, -111.940268 41.6284477)",41.6,181.5,20.3,-0.006,0.006,,,,,,,,367956.8596677154
82917741,82917739,0,10083755,residential,False,229.91,400 South,"LINESTRING (-111.9374297 41.6305053, -111.9401952 41.6305539)",41.6,271.3,19.9,0.018,0.018,,,,,,,,361251.7147499039
82917741,82922855,0,10086354,residential,False,230.491,100 West,"LINESTRING (-111.9374297 41.6305053, -111.9373455 41.6325772)",41.6,1.7,19.9,0.009,0.009,,,,,,,,362174.90830383456
82917741,82937992,0,10086354,residential,False,234.499,100 West,"LINESTRING (-111.9374297 41.6305053, -111.9374771 41.6283967)",41.6,181.0,20.3,0.009,0.009,,,,,,,,368352.16334549274
82917741,5278293310,0,10083755,residential,False,231.416,400 South,"LINESTRING (-111.9374297 41.6305053, -111.9359358 41.630479, -111.9346461 41.6304563)",41.6,91.3,20.0,-0.013,0.013,,,,,,,,363487.86340564117
82917746,82917751,0,10083758,residential,False,114.147,1140 North,"LINESTRING (-111.790584 41.7516806, -111.79196 41.75168)",41.6,270.0,9.9,-0.04,0.04,,,,,,,,179563.97274004042
82917751,82917753,0,10083758,residential,False,214.839,1140 North,"LINESTRING (-111.79196 41.75168, -111.7945498 41.7516787)",41.6,270.0,18.6,-0.006,0.006,,,,,,,,337545.0902741243
82917751,82917746,0,10083758,residential,False,114.147,1140 North,"LINESTRING (-111.79196 41.75168, -111.790584 41.7516806)",41.6,90.0,9.9,0.04,0.04,,,,,,,,179791.67738684895
82917751,82931537,0,10085410,residential,False,100.645,1700 East,"LINESTRING (-111.79196 41.75168, -111.7919525 41.7507749)",41.6,179.6,8.7,-0.004,0.004,,,,,,,,158442.72409096683
82917751,82928189,0,10085410,residential,False,101.35300000000001,1700 East,"LINESTRING (-111.79196 41.75168, -111.7919662 41.7518357, -111.79195 41.7522308, -111.7918816 41.7525876)",41.6,3.7,8.8,0.006,0.006,,,,,,,,159690.95197488394
82917753,82917751,0,10083758,residential,False,214.839,1140 North,"LINESTRING (-111.7945498 41.7516787, -111.79196 41.75168)",41.6,90.0,18.6,0.006,0.006,,,,,,,,337558.1575539515
82917753,82928191,0,1104503556,tertiary,False,32.537,1600 East,"LINESTRING (-111.7945498 41.7516787, -111.7945539 41.7519713)",48.3,359.4,2.4,-0.008,0.008,2,,30 mph,,,,,61113.1600395994
82917753,82935020,0,1104503556,tertiary,False,52.318,1600 East,"LINESTRING (-111.7945498 41.7516787, -111.7945524 41.7512082)",48.3,180.2,3.9,0.008,0.008,2,,30 mph,,,,,97480.0301746077
82917759,82918244,0,1086469493,tertiary,False,50.082,400 East,"LINESTRING (-111.8242435 41.7521876, -111.8242435 41.752638)",45.1,0.0,4.0,-0.004,0.004,,,,,,,,86630.22854021951
82917759,82910958,0,1086469493,tertiary,False,68.512,400 East,"LINESTRING (-111.8242435 41.7521876, -111.8242535 41.7515715)",45.1,180.7,5.5,0.004,0.004,,,,,,,,118060.47566079415
82917759,82917763,0,10083759,residential,False,149.727,1140 North,"LINESTRING (-111.8242435 41.7521876, -111.82436 41.7521907, -111.8244082 41.752192, -111.8250164 41.7522079, -111.8251463 41.7521697, -111.825362 41.752036, -111.8255105 41.7519982, -111.825965 41.7520042)",41.6,261.9,13.0,-0.017,0.017,,,,,,,,235414.29177597014
82917763,82917765,0,10083759,residential,False,28.805,1140 North,"LINESTRING (-111.825965 41.7520042, -111.8263121 41.7520113)",41.6,271.6,2.5,0.0,0.0,,,,,,,,45885.02440088531
82917763,82917759,0,10083759,residential,False,149.727,1140 North,"LINESTRING (-111.825965 41.7520042, -111.8255105 41.7519982, -111.825362 41.752036, -111.8251463 41.7521697, -111.8250164 41.7522079, -111.8244082 41.752192, -111.82436 41.7521907, -111.8242435 41.7521876)",41.6,81.9,13.0,0.017,0.017,,,,,,,,235512.18981502272
82917763,82919885,0,10084021,residential,False,193.83599999999998,Wasatch Drive,"LINESTRING (-111.825965 41.7520042, -111.8259554 41.7523046, -111.8259185 41.7524312, -111.8258316 41.752528, -111.825532 41.7527024, -111.8254519 41.7527155, -111.8252272 41.7527159, -111.8251305 41.7527557, -111.825092 41.752841, -111.8250707 41.7532667, -111.8250694 41.7532929, -111.8250664 41.7533526)",41.6,26.4,16.8,-0.001,0.001,,,,,,,,304661.31087209145
82917765,82917763,0,10083759,residential,False,28.805,1140 North,"LINESTRING (-111.8263121 41.7520113, -111.825965 41.7520042)",41.6,91.6,2.5,-0.0,0.0,,,,,,,,45857.22361047836
82917777,82926293,0,943712995,tertiary,False,161.44799999999998,South 800 West,"LINESTRING (-111.8524177 41.6881779, -111.8524193 41.6882566, -111.8524412 41.6890091, -111.8524568 41.6895547, -111.8524593 41.6896295)",40.2,358.8,14.5,-0.006,0.006,,,25 mph,,,,,244655.73826312565
82917777,82918198,0,"[10085740, 10086081, 943712996]",residential,False,591.9789999999999,"['West 2475 South', 'West 2500 South', 'South 660 West']","LINESTRING (-111.8524177 41.6881779, -111.8523363 41.6881795, -111.8517719 41.688191, -111.8512268 41.6882096, -111.8508706 41.688283, -111.850351 41.6884491, -111.8499368 41.6885323, -111.8495166 41.6884535, -111.8492362 41.6883004, -111.8490807 41.6881091, -111.8490306 41.6879121, -111.8490442 41.687572, -111.8490508 41.687062, -111.8490536 41.6867835, -111.8490549 41.6867492, -111.8490641 41.6862842, -111.8490721 41.6856533, -111.8490725 41.685616, -111.849074 41.6855041)",40.2,137.0,53.0,0.002,0.002,,,25 mph,,,,,895212.6723837488
82917777,428875167,0,943712997,tertiary,False,202.79,South 800 West,"LINESTRING (-111.8524177 41.6881779, -111.8524177 41.688089, -111.8524323 41.6863542)",45.1,180.3,16.2,0.006,0.006,,,,,,,,347782.4260812222
82917777,428875272,0,943713002,residential,False,112.113,West 2475 South,"LINESTRING (-111.8524177 41.6881779, -111.8525646 41.6881715, -111.8527918 41.6881617, -111.8531351 41.6882066, -111.8536789 41.6884395)",41.6,285.5,9.7,-0.014,0.014,,,,,,,,176471.05352287457
82917783,82883005,0,10083763,residential,False,135.26800000000003,900 South,"LINESTRING (-111.9323056 41.6198229, -111.9321454 41.6198223, -111.9312438 41.6198189, -111.9310346 41.619847, -111.930702 41.6199352)",41.6,84.6,11.7,0.002,0.002,,,,,,,,212792.1757978972
82917783,82882449,0,10083763,residential,False,224.372,900 South,"LINESTRING (-111.9323056 41.6198229, -111.9348346 41.619838, -111.9350047 41.619839)",41.6,270.5,19.4,-0.0,0.0,,,,,,,,352511.1796987734
82917783,82935764,0,10086016,residential,False,243.37,100 East,"LINESTRING (-111.9323056 41.6198229, -111.9322999 41.6199094, -111.9321942 41.6218746, -111.9321877 41.6220098)",41.6,2.3,21.1,-0.041,0.041,,,,,,,,382209.76377835264
82917786,82883005,0,10083763,residential,False,41.443,900 South,"LINESTRING (-111.9302742 41.6197438, -111.930702 41.6199352)",41.6,300.9,3.6,-0.025,0.025,,,,,,,,65645.87006633458
82917786,82927612,0,850561036,trunk,False,356.48199999999997,,"LINESTRING (-111.9302742 41.6197438, -111.9291977 41.6211896, -111.9282458 41.622568)",96.6,28.2,13.3,-0.037,0.037,4,US 89;US 91,60 mph,,,,,1437989.5958824456
82917786,8645128883,0,"[932632888, 932632889, 850561036]",trunk,False,418.76800000000003,,"LINESTRING (-111.9302742 41.6197438, -111.9323629 41.6172624, -111.9326914 41.6168722, -111.9329578 41.6165566)",96.6,212.2,15.6,0.024,0.024,"['6', '4', '5']",US 89;US 91,60 mph,,,,,1687713.7358344544
82917786,82913672,0,"[862154001, 862154002, 10085118]",residential,False,1318.4350000000002,South 200 East,"LINESTRING (-111.9302742 41.6197438, -111.9299939 41.6196184, -111.9298652 41.6195141, -111.929853 41.6193817, -111.9298528 41.6193487, -111.9298526 41.6193157, -111.929827 41.6150995, -111.9297931 41.613492, -111.929785 41.613105, -111.929786 41.612973, -111.9298223 41.6083124, -111.9299081 41.6080517)",41.6,178.7,114.1,0.036,0.036,,,,yes,,,,2067927.3796908527
82917797,82882309,0,37034158,residential,False,117.819,1720 East,"LINESTRING (-111.7916771 41.7576953, -111.7916519 41.7566359)",41.6,179.0,10.2,0.003,0.003,,,,,,,,185391.61276057368
82917797,82922950,0,"[10084368, 10083765]",residential,False,140.25300000000001,"['1750 East', '1460 North']","LINESTRING (-111.7916771 41.7576953, -111.7911257 41.757706, -111.7909778 41.7577484, -111.790892 41.7578188, -111.7908662 41.7578893, -111.7908577 41.7584527)",41.6,38.9,12.1,0.025,0.025,,,,,,,,220722.40626206348
82917797,82882312,0,"[10083765, 10084174]",residential,False,272.442,"['1640 East', '1460 North']","LINESTRING (-111.7916771 41.7576953, -111.7934068 41.7577164, -111.7935442 41.7576588, -111.7935957 41.7575884, -111.7936214 41.7574539, -111.79363 41.7566279)",41.6,233.8,23.6,-0.009,0.009,,,,,,,,427816.6684581629
82917866,82915821,0,"[10083782, 10083495]",residential,False,2077.2929999999997,"['North 3200 West', 'West 9400 North']","LINESTRING (-111.9140219 41.9146851, -111.9138814 41.9105542, -111.9137577 41.9067582, -111.913698 41.905341, -111.9136318 41.9032843, -111.9234091 41.903291)",41.6,211.5,179.8,-0.0,0.0,,,,,,,,3257632.437178339
82917866,82905862,0,"[377460083, 377460084, 10084557, 10086351]","['secondary', 'residential']",False,3550.207,"['North 2400 West', 'West Main Street']","LINESTRING (-111.9140219 41.9146851, -111.9138091 41.9147014, -111.913604 41.9147322, -111.9133753 41.9147813, -111.9130667 41.914873, -111.9129368 41.9149183, -111.9128122 41.9149684, -111.912555 41.915091, -111.9123287 41.9152169, -111.9120991 41.9153823, -111.9118673 41.9155827, -111.9116097 41.9158894, -111.9113778 41.9163477, -111.9111276 41.9168711, -111.9107615 41.9176197, -111.9104505 41.9181928, -111.9099978 41.9189667, -111.9091295 41.9203691, -111.9089298 41.9206222, -111.9086237 41.9209675, -111.9081362 41.9213651, -111.9076621 41.9216559, -111.9063538 41.9223047, -111.9059682 41.9225008, -111.904761 41.9231275, -111.9032777 41.9238957, -111.9027669 41.9241339, -111.9023373 41.9243361, -111.9020463 41.9244514, -111.9017503 41.9245593, -111.9010521 41.9247242, -111.9003514 41.9248199, -111.8991475 41.9248452, -111.8947352 41.9249181, -111.8944739 41.9174508, -111.894392 41.917145, -111.893902 41.916733, -111.8932937 41.9163614, -111.8928343 41.9157018, -111.8922943 41.9146217, -111.8921666 41.9142889, -111.8922129 41.913764, -111.8922506 41.9128544)",64.6,96.4,197.8,-0.001,0.001,,UT 142,,yes,,,,9012103.299270187
82917866,82924667,0,10086351,secondary,False,805.684,West Main Street,"LINESTRING (-111.9140219 41.9146851, -111.9173961 41.9146612, -111.9237585 41.9146212)",64.6,269.5,44.9,-0.001,0.001,,UT 142,,,,,,2047291.5160383638
82917869,8142025946,0,10083784,tertiary,False,2614.504,3200 West,"LINESTRING (-111.9115615 41.7415997, -111.9115632 41.7418392, -111.911624 41.7483264, -111.9116617 41.7560987, -111.9116745 41.7578266, -111.911751 41.765112)",45.1,359.7,208.7,0.0,0.0,,,,,,,,4473712.122516983
82917869,82930156,0,"[954774080, 954774081, 759714562, 759714561, 1058677591, 954774073, 954774074, 954774075, 954774076, 954774077, 954774078, 954774079]",trunk,False,5776.888000000001,Highway 30,"LINESTRING (-111.9115615 41.7415997, -111.9122215 41.7417593, -111.9207892 41.7438301, -111.9277 41.7455003, -111.9281553 41.7455975, -111.9285177 41.7456602, -111.929064 41.7457179, -111.9297061 41.7457431, -111.9342103 41.7458168, -111.9343197 41.7458185, -111.9441876 41.7459799, -111.9443308 41.7459823, -111.9481227 41.7460443, -111.9511981 41.7461594, -111.9523714 41.7462027, -111.9528878 41.7462217, -111.9536271 41.746249, -111.9580221 41.7463428, -111.9588759 41.7463734, -111.9589824 41.7463772, -111.9597448 41.7464401, -111.9606422 41.7465258, -111.9614142 41.7466232, -111.9622596 41.7467525, -111.963742 41.7470626, -111.9672269 41.7478768, -111.9696049 41.748445, -111.9722921 41.7490716, -111.9744986 41.749596, -111.975244 41.7497718, -111.9760787 41.7499683, -111.9777868 41.7503741, -111.9779137 41.7504045, -111.9794547 41.7507706)",96.6,280.3,215.3,0.004,0.004,"['3', '4', '2']",UT 30,60 mph,yes,,,,23169103.569949806
