osmid,y,x,street_count,elevation,highway,geometry
82916009,41.727829,-111.8146467,3,1421.149,,POINT (-111.8146467 41.727829)
82916010,41.725838,-111.814604,3,1419.627,,POINT (-111.814604 41.725838)
82916017,41.7220558,-111.8146155,3,1394.117,,POINT (-111.8146155 41.7220558)
82916018,41.7228723,-111.8146058,3,1396.161,,POINT (-111.8146058 41.7228723)
82916019,41.7232816,-111.8145977,1,1397.393,,POINT (-111.8145977 41.7232816)
82916028,41.6762266,-111.813156,3,1422.344,,POINT (-111.813156 41.6762266)
82916105,41.6608092,-111.8336086,4,1402.986,,POINT (-111.8336086 41.6608092)
82916129,41.7173799,-111.8100902,4,1394.407,,POINT (-111.8100902 41.7173799)
82916134,41.7173265,-111.8072265,3,1404.768,,POINT (-111.8072265 41.7173265)
82916136,41.716681,-111.8072579,1,1406.504,turning_circle,POINT (-111.8072579 41.716681)
82916209,41.8884598,-111.8354452,3,1366.049,,POINT (-111.8354452 41.8884598)
82916212,41.801233,-111.9120141,3,1346.045,,POINT (-111.9120141 41.801233)
82916214,41.8160982,-111.9124589,4,1351.759,,POINT (-111.9124589 41.8160982)
82916215,41.8186291,-111.9124632,3,1351.77,,POINT (-111.9124632 41.8186291)
82916256,41.8247296,-111.8133202,3,1431.622,,POINT (-111.8133202 41.8247296)
82916258,41.8247285,-111.8125235,1,1435.642,turning_circle,POINT (-111.8125235 41.8247285)
82916260,41.684053,-111.852383,3,1376.308,,POINT (-111.852383 41.684053)
82916261,41.6834184,-111.8490667,3,1377.304,,POINT (-111.8490667 41.6834184)
82916264,41.7602526,-111.8022434,1,1434.705,turning_circle,POINT (-111.8022434 41.7602526)
82916268,41.7607016,-111.8021616,1,1433.958,turning_circle,POINT (-111.8021616 41.7607016)
82916284,41.851822,-111.8319241,3,1406.857,,POINT (-111.8319241 41.851822)
82916286,41.8518013,-111.8344967,3,1402.129,,POINT (-111.8344967 41.8518013)
82916291,41.8517933,-111.8348671,1,1401.33,,POINT (-111.8348671 41.8517933)
82916296,41.7246898,-111.81631,3,1403.641,,POINT (-111.81631 41.7246898)
82916309,41.7249002,-111.8099288,3,1410.308,,POINT (-111.8099288 41.7249002)
82916321,41.7338561,-111.8083788,3,1398.695,,POINT (-111.8083788 41.7338561)
82916331,41.7680911,-111.7985098,1,1454.927,turning_circle,POINT (-111.7985098 41.7680911)
82916351,41.7947384,-111.90586,3,1348.837,,POINT (-111.90586 41.7947384)
82916353,41.7947863,-111.892495,3,1349.797,,POINT (-111.892495 41.7947863)
82916355,41.7947839,-111.8919374,3,1349.967,,POINT (-111.8919374 41.7947839)
82916357,41.79479,-111.8916225,4,1350.292,,POINT (-111.8916225 41.79479)
82916367,41.7466619,-111.798271,1,1465.688,turning_circle,POINT (-111.798271 41.7466619)
82916368,41.7475711,-111.798192,3,1464.721,,POINT (-111.798192 41.7475711)
82916376,41.8014197,-111.9269641,3,1348.686,,POINT (-111.9269641 41.8014197)
82916380,41.800944,-111.9919789,3,1352.242,,POINT (-111.9919789 41.800944)
82916387,41.801744,-111.998875,1,1375.228,,POINT (-111.998875 41.801744)
82916401,41.5849802,-111.841844,3,1472.935,,POINT (-111.841844 41.5849802)
82916407,41.7445939,-111.8359512,3,1376.939,,POINT (-111.8359512 41.7445939)
82916418,41.7380117,-111.8041961,1,1405.99,turning_circle,POINT (-111.8041961 41.7380117)
82916426,41.6399619,-111.8768293,3,1406.286,,POINT (-111.8768293 41.6399619)
82916434,41.6399567,-111.8764296,3,1406.861,,POINT (-111.8764296 41.6399567)
82916539,41.6387898,-111.8352404,3,1453.182,,POINT (-111.8352404 41.6387898)
82916547,41.6395691,-111.8348638,3,1453.384,,POINT (-111.8348638 41.6395691)
82916561,41.6412286,-111.8364743,3,1448.242,,POINT (-111.8364743 41.6412286)
82916573,41.7011264,-111.8085026,1,1475.17,turning_circle,POINT (-111.8085026 41.7011264)
82916575,41.6991705,-111.9837226,1,1445.977,,POINT (-111.9837226 41.6991705)
82916756,41.730567,-111.803447,3,1467.083,,POINT (-111.803447 41.730567)
82916758,41.7311144,-111.803394,1,1467.606,turning_circle,POINT (-111.803394 41.7311144)
82916770,41.9058851,-111.8016486,3,1489.905,,POINT (-111.8016486 41.9058851)
82916774,41.9066874,-111.8017362,3,1485.883,,POINT (-111.8017362 41.9066874)
82916792,41.7443873,-111.8064498,4,1459.955,,POINT (-111.8064498 41.7443873)
82916798,41.7445254,-111.8141474,4,1455.098,traffic_signals,POINT (-111.8141474 41.7445254)
82916800,41.7445257,-111.8153681,3,1453.272,,POINT (-111.8153681 41.7445257)
82916808,41.7445997,-111.8217227,4,1403.154,,POINT (-111.8217227 41.7445997)
82916810,41.7446338,-111.8242426,4,1395.635,,POINT (-111.8242426 41.7446338)
82916811,41.7446683,-111.8267999,4,1388.768,,POINT (-111.8267999 41.7446683)
82916813,41.7446873,-111.8282018,3,1387.985,,POINT (-111.8282018 41.7446873)
82916815,41.744704,-111.8294397,4,1386.138,,POINT (-111.8294397 41.744704)
82916816,41.7447212,-111.8345967,4,1378.75,,POINT (-111.8345967 41.7447212)
82916823,41.7441596,-111.796831,3,1466.28,,POINT (-111.796831 41.7441596)
82916847,41.8426765,-111.8242031,3,1430.435,,POINT (-111.8242031 41.8426765)
82916850,41.8427156,-111.8269122,4,1416.327,,POINT (-111.8269122 41.8427156)
82916852,41.8427965,-111.8325286,4,1402.694,,POINT (-111.8325286 41.8427965)
82916855,41.6867872,-111.8154255,3,1440.552,,POINT (-111.8154255 41.6867872)
82916857,41.6867543,-111.8168513,3,1432.291,,POINT (-111.8168513 41.6867543)
82916859,41.6866984,-111.8177017,3,1427.448,,POINT (-111.8177017 41.6866984)
82916861,41.6866974,-111.8181807,3,1425.176,,POINT (-111.8181807 41.6866974)
82916867,41.6867053,-111.8206997,4,1416.431,,POINT (-111.8206997 41.6867053)
82916868,41.686761,-111.823499,4,1405.338,,POINT (-111.823499 41.686761)
82916871,41.8050486,-111.819094,3,1383.393,,POINT (-111.819094 41.8050486)
82916872,41.8050188,-111.8140499,3,1400.668,,POINT (-111.8140499 41.8050188)
82916873,41.8050154,-111.8134749,3,1402.254,,POINT (-111.8134749 41.8050154)
82916881,41.8049928,-111.8096646,3,1427.965,,POINT (-111.8096646 41.8049928)
82916889,41.7369061,-111.8219544,4,1413.287,,POINT (-111.8219544 41.7369061)
82916891,41.736969,-111.8245125,4,1408.142,,POINT (-111.8245125 41.736969)
82916893,41.7370055,-111.8270526,4,1397.217,,POINT (-111.8270526 41.7370055)
82916897,41.7370425,-111.8296246,4,1388.677,,POINT (-111.8296246 41.7370425)
82916899,41.7371386,-111.834829,4,1378.708,,POINT (-111.834829 41.7371386)
82916901,41.7141159,-111.9762528,4,1364.306,,POINT (-111.9762528 41.7141159)
82916911,41.6403054,-111.8493934,4,1409.574,,POINT (-111.8493934 41.6403054)
82916915,41.7134839,-111.814687,1,1394.936,,POINT (-111.814687 41.7134839)
82916919,41.6449239,-111.9260553,1,1370.942,,POINT (-111.9260553 41.6449239)
82916922,41.6449278,-111.9285248,4,1373.222,,POINT (-111.9285248 41.6449278)
82916931,41.7235112,-111.8614611,4,1360.356,,POINT (-111.8614611 41.7235112)
82916933,41.7231546,-111.8614147,1,1360.637,turning_circle,POINT (-111.8614147 41.7231546)
82916935,41.8100815,-111.8096914,3,1421.192,,POINT (-111.8096914 41.8100815)
82916937,41.8100942,-111.8108893,3,1414.406,,POINT (-111.8108893 41.8100942)
82916946,41.848234,-111.8257289,3,1420.552,,POINT (-111.8257289 41.848234)
82916965,41.8482423,-111.8268387,4,1416.266,,POINT (-111.8268387 41.8482423)
82917022,41.7577615,-111.842444,3,1368.708,,POINT (-111.842444 41.7577615)
82917058,41.9073655,-111.8063185,3,1454.713,,POINT (-111.8063185 41.9073655)
82917074,41.9073663,-111.8095535,3,1434.229,,POINT (-111.8095535 41.9073663)
82917083,41.6633842,-111.9483482,3,1388.79,,POINT (-111.9483482 41.6633842)
82917086,41.663313,-111.944105,3,1376.937,,POINT (-111.944105 41.663313)
82917098,41.663462,-111.887361,1,1368.781,,POINT (-111.887361 41.663462)
82917109,41.7479941,-111.8438332,3,1369.424,,POINT (-111.8438332 41.7479941)
82917114,41.7476689,-111.8425065,1,1370.38,turning_circle,POINT (-111.8425065 41.7476689)
82917120,41.7407238,-111.8520112,3,1362.132,,POINT (-111.8520112 41.7407238)
82917124,41.8254542,-111.8191653,3,1410.707,,POINT (-111.8191653 41.8254542)
82917134,41.8254483,-111.8273738,3,1392.478,,POINT (-111.8273738 41.8254483)
82917136,41.8254739,-111.828865,3,1391.533,,POINT (-111.828865 41.8254739)
82917147,41.6707691,-111.949142,3,1365.269,,POINT (-111.949142 41.6707691)
82917149,41.6707362,-111.9537954,4,1382.418,,POINT (-111.9537954 41.6707362)
82917253,41.8215957,-111.8330169,3,1381.62,,POINT (-111.8330169 41.8215957)
82917255,41.8216353,-111.8380404,1,1379.113,,POINT (-111.8380404 41.8216353)
82917259,41.7187164,-111.8424738,3,1369.065,,POINT (-111.8424738 41.7187164)
82917263,41.7187552,-111.8456746,3,1367.324,,POINT (-111.8456746 41.7187552)
82917266,41.7187661,-111.8465704,3,1366.857,,POINT (-111.8465704 41.7187661)
82917272,41.5811327,-111.8419592,3,1474.41,,POINT (-111.8419592 41.5811327)
82917316,41.7031359,-111.8690424,3,1358.021,,POINT (-111.8690424 41.7031359)
82917320,41.7020641,-111.8690355,3,1358.567,,POINT (-111.8690355 41.7020641)
82917322,41.7000787,-111.869018,4,1359.471,,POINT (-111.869018 41.7000787)
82917349,41.7445142,-111.8173342,3,1429.48,,POINT (-111.8173342 41.7445142)
82917356,41.7435476,-111.8180574,1,1424.858,turning_circle,POINT (-111.8180574 41.7435476)
82917360,41.7195358,-111.8258845,3,1390.11,,POINT (-111.8258845 41.7195358)
82917362,41.71954,-111.8260745,3,1389.657,,POINT (-111.8260745 41.71954)
82917364,41.7195739,-111.828962,3,1390.122,,POINT (-111.828962 41.7195739)
82917368,41.7192597,-111.831421,4,1375.278,,POINT (-111.831421 41.7192597)
82917373,41.7192854,-111.8353311,3,1373.912,,POINT (-111.8353311 41.7192854)
82917378,41.7872041,-111.8099798,3,1393.088,,POINT (-111.8099798 41.7872041)
82917380,41.7872048,-111.8109598,3,1389.366,,POINT (-111.8109598 41.7872048)
82917382,41.7904419,-111.812943,3,1387.241,,POINT (-111.812943 41.7904419)
82917392,41.685045,-111.8235515,4,1405.857,,POINT (-111.8235515 41.685045)
82917394,41.6850814,-111.8263873,4,1396.638,,POINT (-111.8263873 41.6850814)
82917402,41.8581819,-111.9516634,3,1356.827,,POINT (-111.9516634 41.8581819)
82917408,41.8680438,-111.951835,3,1378.009,,POINT (-111.951835 41.8680438)
82917418,41.7019787,-111.8074126,3,1474.99,,POINT (-111.8074126 41.7019787)
82917419,41.7019787,-111.8089232,3,1472.178,,POINT (-111.8089232 41.7019787)
82917420,41.7020352,-111.8105556,3,1468.01,,POINT (-111.8105556 41.7020352)
82917427,41.7039047,-111.8130077,3,1430.087,,POINT (-111.8130077 41.7039047)
82917436,41.8296114,-111.8068437,4,1470.459,,POINT (-111.8068437 41.8296114)
82917440,41.829669,-111.8096597,4,1458.116,,POINT (-111.8096597 41.829669)
82917442,41.8297457,-111.8133213,3,1438.816,,POINT (-111.8133213 41.8297457)
82917445,41.8298219,-111.8157488,3,1428.593,,POINT (-111.8157488 41.8298219)
82917447,41.8298468,-111.8168203,3,1423.559,,POINT (-111.8168203 41.8298468)
82917449,41.8298726,-111.8177057,3,1420.258,,POINT (-111.8177057 41.8298726)
82917451,41.8299196,-111.8200337,4,1411.891,,POINT (-111.8200337 41.8299196)
82917455,41.8299607,-111.8224282,4,1405.009,,POINT (-111.8224282 41.8299607)
82917459,41.8300313,-111.8244371,4,1401.784,,POINT (-111.8244371 41.8300313)
82917461,41.8301434,-111.8272324,4,1400.751,,POINT (-111.8272324 41.8301434)
82917463,41.8301983,-111.8300031,4,1399.751,,POINT (-111.8300031 41.8301983)
82917464,41.8302628,-111.832847,4,1397.618,traffic_signals,POINT (-111.832847 41.8302628)
82917471,41.9139145,-112.0508152,4,1488.173,,POINT (-112.0508152 41.9139145)
82917473,41.9138507,-112.0480343,3,1473.779,,POINT (-112.0480343 41.9138507)
82917475,41.9137676,-112.0452534,3,1462.503,,POINT (-112.0452534 41.9137676)
82917480,41.6273829,-111.8372939,3,1461.347,,POINT (-111.8372939 41.6273829)
82917482,41.6274071,-111.8387549,3,1460.819,,POINT (-111.8387549 41.6274071)
82917484,41.6274382,-111.8397773,3,1460.276,,POINT (-111.8397773 41.6274382)
82917487,41.6275155,-111.8443118,4,1459.267,,POINT (-111.8443118 41.6275155)
82917488,41.6275609,-111.8471653,4,1451.951,,POINT (-111.8471653 41.6275609)
82917492,41.6276099,-111.8499441,4,1455.92,,POINT (-111.8499441 41.6276099)
82917494,41.6277009,-111.8527306,4,1454.351,,POINT (-111.8527306 41.6277009)
82917499,41.7927302,-111.8128893,3,1393.462,,POINT (-111.8128893 41.7927302)
82917504,41.6273138,-111.832629,4,1462.899,,POINT (-111.832629 41.6273138)
82917505,41.6273579,-111.835957,3,1462.336,,POINT (-111.835957 41.6273579)
82917510,41.9162358,-111.8005661,3,1448.438,,POINT (-111.8005661 41.9162358)
82917511,41.9162916,-111.8032372,4,1432.275,,POINT (-111.8032372 41.9162916)
82917512,41.9163191,-111.8060154,4,1422.552,,POINT (-111.8060154 41.9163191)
82917515,41.9163454,-111.8088711,4,1414.48,,POINT (-111.8088711 41.9163454)
82917521,41.725927,-111.835144,4,1376.5,traffic_signals,POINT (-111.835144 41.725927)
82917523,41.725888,-111.832573,4,1378.734,traffic_signals,POINT (-111.832573 41.725888)
82917525,41.725848,-111.830005,4,1379.953,,POINT (-111.830005 41.725848)
82917527,41.7257998,-111.8275336,3,1380.906,,POINT (-111.8275336 41.7257998)
82917529,41.7257794,-111.8259281,3,1381.731,,POINT (-111.8259281 41.7257794)
82917531,41.7257595,-111.8249724,3,1381.678,,POINT (-111.8249724 41.7257595)
82917536,41.7015299,-111.9740323,3,1363.553,,POINT (-111.9740323 41.7015299)
82917538,41.7015863,-111.9767928,3,1371.095,,POINT (-111.9767928 41.7015863)
82917545,41.855805,-111.9812204,3,1372.588,,POINT (-111.9812204 41.855805)
82917547,41.8559528,-111.983021,3,1373.708,,POINT (-111.983021 41.8559528)
82917549,41.8560076,-111.9858589,3,1371.858,,POINT (-111.9858589 41.8560076)
82917551,41.8560108,-111.986288,3,1371.666,,POINT (-111.986288 41.8560108)
82917559,41.7642253,-111.789648,1,1483.161,turning_circle,POINT (-111.789648 41.7642253)
82917576,41.7243605,-111.8531976,3,1367.433,,POINT (-111.8531976 41.7243605)
82917580,41.7239693,-111.8543,1,1366.837,turning_circle,POINT (-111.8543 41.7239693)
82917590,41.78764,-111.793162,3,1483.698,,POINT (-111.793162 41.78764)
82917598,41.78761,-111.7949299,4,1471.169,,POINT (-111.7949299 41.78761)
82917603,41.7610346,-111.8086972,1,1407.991,,POINT (-111.8086972 41.7610346)
82917609,41.7668908,-111.8088642,3,1411.934,,POINT (-111.8088642 41.7668908)
82917611,41.7676992,-111.8088608,3,1415.338,,POINT (-111.8088608 41.7676992)
82917613,41.7685203,-111.8088546,3,1417.24,,POINT (-111.8088546 41.7685203)
82917614,41.7693312,-111.808852,3,1417.724,,POINT (-111.808852 41.7693312)
82917623,41.7838687,-111.8087437,4,1398.016,,POINT (-111.8087437 41.7838687)
82917629,41.784837,-111.8087024,3,1397.376,,POINT (-111.8087024 41.784837)
82917668,41.6697835,-111.8505978,3,1380.456,,POINT (-111.8505978 41.6697835)
82917670,41.6388348,-111.8364569,4,1444.582,,POINT (-111.8364569 41.6388348)
82917671,41.639555,-111.8364548,3,1447.852,,POINT (-111.8364548 41.639555)
82917673,41.641633,-111.836508,1,1444.547,,POINT (-111.836508 41.641633)
82917680,41.6232556,-111.9376679,3,1393.905,,POINT (-111.9376679 41.6232556)
82917682,41.6233115,-111.9404531,3,1392.981,,POINT (-111.9404531 41.6233115)
82917698,41.717936,-111.8455881,3,1367.129,,POINT (-111.8455881 41.717936)
82917701,41.7179473,-111.8462007,1,1367.484,turning_circle,POINT (-111.8462007 41.7179473)
82917706,41.7181201,-111.8424907,3,1368.624,,POINT (-111.8424907 41.7181201)
82917709,41.7181106,-111.8418073,1,1369.791,turning_circle,POINT (-111.8418073 41.7181106)
82917716,41.7003604,-111.8180494,4,1413.867,,POINT (-111.8180494 41.7003604)
82917720,41.7003766,-111.820579,4,1403.22,,POINT (-111.820579 41.7003766)
82917725,41.7004471,-111.8230934,3,1393.59,,POINT (-111.8230934 41.7004471)
82917737,41.6306031,-111.9429905,3,1394.218,,POINT (-111.9429905 41.6306031)
82917739,41.6305539,-111.9401952,4,1388.962,,POINT (-111.9401952 41.6305539)
82917741,41.6305053,-111.9374297,4,1384.838,,POINT (-111.9374297 41.6305053)
82917746,41.7516806,-111.790584,1,1471.063,turning_circle,POINT (-111.790584 41.7516806)
82917751,41.75168,-111.79196,4,1466.545,,POINT (-111.79196 41.75168)
82917753,41.7516787,-111.7945498,3,1465.314,,POINT (-111.7945498 41.7516787)
82917759,41.7521876,-111.8242435,3,1392.517,,POINT (-111.8242435 41.7521876)
82917763,41.7520042,-111.825965,3,1390.029,,POINT (-111.825965 41.7520042)
82917765,41.7520113,-111.8263121,1,1390.03,turning_circle,POINT (-111.8263121 41.7520113)
82917777,41.6881779,-111.8524177,4,1373.29,,POINT (-111.8524177 41.6881779)
82917783,41.6198229,-111.9323056,3,1405.943,,POINT (-111.9323056 41.6198229)
82917786,41.6197438,-111.9302742,4,1407.261,,POINT (-111.9302742 41.6197438)
82917797,41.7576953,-111.7916771,3,1468.136,,POINT (-111.7916771 41.7576953)
82917866,41.9146851,-111.9140219,3,1358.853,,POINT (-111.9140219 41.9146851)
82917869,41.7415997,-111.9115615,3,1346.201,,POINT (-111.9115615 41.7415997)
82917877,41.7802436,-111.9117901,3,1348.344,,POINT (-111.9117901 41.7802436)
82917883,41.7861269,-111.9117431,3,1348.128,,POINT (-111.9117431 41.7861269)
82917937,41.835735,-111.8048118,4,1470.756,,POINT (-111.8048118 41.835735)
82917946,41.7533647,-111.7969722,3,1462.843,,POINT (-111.7969722 41.7533647)
82917952,41.7540732,-111.7970042,4,1462.882,,POINT (-111.7970042 41.7540732)
82917977,41.7680734,-111.7977093,3,1455.946,,POINT (-111.7977093 41.7680734)
82917983,41.7693641,-111.7983597,3,1452.777,,POINT (-111.7983597 41.7693641)
82918006,41.808722,-111.926371,3,1347.483,,POINT (-111.926371 41.808722)
82918020,41.7333596,-111.8388669,3,1379.2,,POINT (-111.8388669 41.7333596)
82918022,41.7327308,-111.8388772,1,1380.259,,POINT (-111.8388772 41.7327308)
82918038,41.6748383,-111.8449647,4,1383.406,,POINT (-111.8449647 41.6748383)
82918045,41.7140745,-111.8474118,3,1365.036,,POINT (-111.8474118 41.7140745)
82918047,41.7170575,-111.8475869,3,1366.26,,POINT (-111.8475869 41.7170575)
82918073,41.7207179,-111.8489319,3,1367.011,,POINT (-111.8489319 41.7207179)
82918076,41.7223542,-111.8488165,3,1367.64,,POINT (-111.8488165 41.7223542)
82918080,41.7261275,-111.848037,4,1370.856,,POINT (-111.848037 41.7261275)
82918084,41.7277656,-111.8479911,4,1371.924,,POINT (-111.8479911 41.7277656)
82918087,41.7296811,-111.8479357,4,1372.145,,POINT (-111.8479357 41.7296811)
82918089,41.7315985,-111.847865,4,1372.525,,POINT (-111.847865 41.7315985)
82918097,41.6320669,-111.8687915,3,1427.638,,POINT (-111.8687915 41.6320669)
82918098,41.631423,-111.8688623,3,1427.223,,POINT (-111.8688623 41.631423)
82918103,41.9185767,-111.8237059,3,1380.481,,POINT (-111.8237059 41.9185767)
82918108,41.6868055,-111.8263512,4,1397.517,,POINT (-111.8263512 41.6868055)
82918131,41.7235713,-111.8099727,4,1405.122,,POINT (-111.8099727 41.7235713)
82918138,41.7232226,-111.808064,3,1411.095,,POINT (-111.808064 41.7232226)
82918160,41.7230237,-111.8043511,1,1426.505,turning_circle,POINT (-111.8043511 41.7230237)
82918182,41.7584591,-111.7903377,3,1471.617,,POINT (-111.7903377 41.7584591)
82918186,41.7594497,-111.7903614,3,1474.61,,POINT (-111.7903614 41.7594497)
82918188,41.7603111,-111.7909805,4,1472.985,,POINT (-111.7909805 41.7603111)
82918198,41.6855041,-111.849074,4,1374.526,,POINT (-111.849074 41.6855041)
82918199,41.682291,-111.8491891,1,1378.293,turning_circle,POINT (-111.8491891 41.682291)
82918204,41.7073341,-111.8077563,3,1437.802,,POINT (-111.8077563 41.7073341)
82918211,41.8009389,-111.8096432,4,1426.149,,POINT (-111.8096432 41.8009389)
82918212,41.8025564,-111.8096518,3,1425.575,,POINT (-111.8096518 41.8025564)
82918216,41.8047924,-111.8096636,3,1427.378,,POINT (-111.8096636 41.8047924)
82918220,41.8078231,-111.8096795,4,1425.037,,POINT (-111.8096795 41.8078231)
82918229,41.8124676,-111.8097048,4,1418.134,,POINT (-111.8097048 41.8124676)
82918233,41.7346002,-111.8245901,3,1411.094,,POINT (-111.8245901 41.7346002)
82918234,41.7350217,-111.8245763,4,1413.556,,POINT (-111.8245763 41.7350217)
82918236,41.738902,-111.8244489,4,1400.953,,POINT (-111.8244489 41.738902)
82918238,41.7407805,-111.824393,4,1398.748,,POINT (-111.824393 41.7407805)
82918240,41.7427152,-111.8243406,4,1397.44,,POINT (-111.8243406 41.7427152)
82918242,41.7465307,-111.8241748,4,1394.574,,POINT (-111.8241748 41.7465307)
82918243,41.7484314,-111.8241022,4,1394.016,,POINT (-111.8241022 41.7484314)
82918244,41.752638,-111.8242435,3,1392.328,,POINT (-111.8242435 41.752638)
82918245,41.7533493,-111.8242279,4,1391.181,,POINT (-111.8242279 41.7533493)
82918250,41.756374,-111.8241424,3,1390.562,,POINT (-111.8241424 41.756374)
82918259,41.7621994,-111.8238031,3,1387.072,,POINT (-111.8238031 41.7621994)
82918261,41.7647974,-111.823632,4,1383.853,stop,POINT (-111.823632 41.7647974)
82918268,41.7758977,-111.8230781,3,1378.872,,POINT (-111.8230781 41.7758977)
82918270,41.7765705,-111.8230338,3,1378.686,,POINT (-111.8230338 41.7765705)
82918271,41.777243,-111.8229896,3,1377.572,,POINT (-111.8229896 41.777243)
82918272,41.7777208,-111.822956,4,1377.596,stop,POINT (-111.822956 41.7777208)
82918282,41.7799255,-111.8228131,4,1375.663,,POINT (-111.8228131 41.7799255)
82918284,41.781734,-111.82268,3,1374.293,,POINT (-111.82268 41.781734)
82918294,41.7133685,-111.8064238,1,1426.764,,POINT (-111.8064238 41.7133685)
82918308,41.7116023,-111.8075521,3,1422.499,,POINT (-111.8075521 41.7116023)
82918352,41.6338326,-111.8441182,4,1451.195,,POINT (-111.8441182 41.6338326)
82918354,41.635883,-111.8440152,3,1432.763,,POINT (-111.8440152 41.635883)
82918366,41.7639205,-111.8404881,1,1369.45,,POINT (-111.8404881 41.7639205)
82918368,41.763915,-111.8394583,1,1369.955,,POINT (-111.8394583 41.763915)
82918371,41.7613254,-111.834286,4,1375.86,traffic_signals,POINT (-111.834286 41.7613254)
82918378,41.7614215,-111.8391624,4,1369.938,,POINT (-111.8391624 41.7614215)
82918383,41.754478,-111.8518712,1,1361.873,,POINT (-111.8518712 41.754478)
82918390,41.7540073,-111.8422362,3,1367.783,,POINT (-111.8422362 41.7540073)
82918392,41.7544025,-111.834424,4,1376.786,traffic_signals,POINT (-111.834424 41.7544025)
82918398,41.7207363,-111.8499106,3,1367.141,,POINT (-111.8499106 41.7207363)
82918400,41.7214481,-111.8498644,1,1367.851,turning_circle,POINT (-111.8498644 41.7214481)
82918407,41.7759502,-111.825706,3,1374.331,,POINT (-111.825706 41.7759502)
82918409,41.9139625,-112.0536215,3,1500.228,,POINT (-112.0536215 41.9139625)
82918411,41.9159969,-112.0535368,4,1500.738,,POINT (-112.0535368 41.9159969)
82918413,41.9180975,-112.0534498,4,1501.844,,POINT (-112.0534498 41.9180975)
82918417,41.7577309,-111.8405226,3,1369.411,,POINT (-111.8405226 41.7577309)
82918419,41.7675966,-111.7947272,3,1467.737,,POINT (-111.7947272 41.7675966)
82918421,41.7676021,-111.795932,3,1463.055,,POINT (-111.795932 41.7676021)
82918431,41.7677124,-111.8069726,3,1420.865,,POINT (-111.8069726 41.7677124)
82918435,41.7668739,-111.8210578,3,1386.889,,POINT (-111.8210578 41.7668739)
82918437,41.7670364,-111.8196827,3,1388.358,,POINT (-111.8196827 41.7670364)
82918439,41.7671663,-111.819328,1,1389.377,turning_circle,POINT (-111.819328 41.7671663)
82918448,41.8533447,-111.8533477,3,1367.639,,POINT (-111.8533477 41.8533447)
82918465,41.6437437,-111.9087347,3,1375.012,,POINT (-111.9087347 41.6437437)
82918478,41.6469467,-111.9105104,3,1375.313,,POINT (-111.9105104 41.6469467)
82918482,41.6409736,-111.9219902,3,1373.539,,POINT (-111.9219902 41.6409736)
82918500,41.7301261,-111.796768,3,1499.12,,POINT (-111.796768 41.7301261)
82918502,41.7302978,-111.7958511,1,1505.49,turning_circle,POINT (-111.7958511 41.7302978)
82918511,41.7198042,-111.8532341,3,1365.236,,POINT (-111.8532341 41.7198042)
82918514,41.7198461,-111.853831,3,1364.697,,POINT (-111.853831 41.7198461)
82918522,41.6970167,-111.8657191,3,1363.203,,POINT (-111.8657191 41.6970167)
82918541,41.5622495,-111.8244975,3,1519.738,,POINT (-111.8244975 41.5622495)
82918544,41.5643214,-111.8246082,3,1521.434,,POINT (-111.8246082 41.5643214)
82918547,41.5663828,-111.8244885,3,1523.343,,POINT (-111.8244885 41.5663828)
82918550,41.5684855,-111.8244328,3,1522.595,,POINT (-111.8244328 41.5684855)
82918557,41.6762294,-111.8154166,3,1418.156,,POINT (-111.8154166 41.6762294)
82918612,41.7311415,-111.8023692,1,1471.202,turning_circle,POINT (-111.8023692 41.7311415)
82918617,41.7302549,-111.8026293,4,1469.446,,POINT (-111.8026293 41.7302549)
82918646,41.7226236,-111.8200162,3,1392.701,,POINT (-111.8200162 41.7226236)
82918649,41.7225932,-111.8185534,1,1391.445,,POINT (-111.8185534 41.7225932)
82918657,41.8262769,-111.8303452,1,1391.928,,POINT (-111.8303452 41.8262769)
82918666,41.6984197,-111.8162952,1,1435.692,,POINT (-111.8162952 41.6984197)
82918675,41.6884542,-111.823462,4,1404.627,,POINT (-111.823462 41.6884542)
82918681,41.724191,-111.8599404,3,1360.286,,POINT (-111.8599404 41.724191)
82918686,41.7235426,-111.8573658,3,1364.624,,POINT (-111.8573658 41.7235426)
82918696,41.9139622,-111.812401,3,1407.838,,POINT (-111.812401 41.9139622)
82918707,41.8630444,-111.8298956,3,1403.382,,POINT (-111.8298956 41.8630444)
82918727,41.7036853,-111.8604036,3,1360.997,,POINT (-111.8604036 41.7036853)
82918748,41.7051909,-111.8530487,3,1362.115,,POINT (-111.8530487 41.7051909)
82918754,41.7027317,-111.9638482,3,1349.716,,POINT (-111.9638482 41.7027317)
82918759,41.7028563,-111.9739551,3,1362.738,,POINT (-111.9739551 41.7028563)
82918772,41.7361315,-111.8128163,3,1397.526,,POINT (-111.8128163 41.7361315)
82918781,41.7363808,-111.815732,1,1394.256,turning_circle,POINT (-111.815732 41.7363808)
82918786,41.8045218,-111.8060055,3,1461.642,,POINT (-111.8060055 41.8045218)
82918801,41.7840403,-111.8100424,3,1394.382,,POINT (-111.8100424 41.7840403)
82918807,41.7838094,-111.8083446,1,1398.685,,POINT (-111.8083446 41.7838094)
82918815,41.710159,-111.9569661,1,1344.767,,POINT (-111.9569661 41.710159)
82918831,41.7101649,-111.9636288,4,1346.495,,POINT (-111.9636288 41.7101649)
