osmid,y,x,street_count,elevation,highway,geometry
82869405,41.8044164,-112.0511432,3,1407.609,,POINT (-112.0511432 41.8044164)
82882020,41.8084883,-111.794238,3,1536.702,,POINT (-111.794238 41.8084883)
82882028,41.8056451,-111.7908223,3,1542.659,,POINT (-111.7908223 41.8056451)
82882138,41.7608255,-111.8055208,3,1417.724,,POINT (-111.8055208 41.7608255)
82882142,41.7043382,-111.8476873,4,1363.338,,POINT (-111.8476873 41.7043382)
82882145,41.7408423,-111.827969,3,1389.307,,POINT (-111.827969 41.7408423)
82882150,41.7420052,-111.8282592,1,1388.714,turning_circle,POINT (-111.8282592 41.7420052)
82882154,41.6124645,-111.8327311,4,1463.378,,POINT (-111.8327311 41.6124645)
82882158,41.6124974,-111.8472538,3,1462.062,,POINT (-111.8472538 41.6124974)
82882162,41.6123313,-111.877251,3,1464.558,,POINT (-111.877251 41.6123313)
82882179,41.8439696,-111.8201339,3,1447.796,,POINT (-111.8201339 41.8439696)
82882189,41.8457214,-111.8152624,4,1461.037,,POINT (-111.8152624 41.8457214)
82882204,41.8498813,-111.8048577,3,1475.816,,POINT (-111.8048577 41.8498813)
82882207,41.7053835,-111.8465125,3,1363.55,,POINT (-111.8465125 41.7053835)
82882215,41.7039157,-111.8457445,1,1364.25,turning_circle,POINT (-111.8457445 41.7039157)
82882224,41.634372,-111.8211191,3,1467.464,,POINT (-111.8211191 41.634372)
82882228,41.6339694,-111.821096,3,1467.547,,POINT (-111.821096 41.6339694)
82882232,41.6332959,-111.8210546,3,1467.612,,POINT (-111.8210546 41.6332959)
82882235,41.6322464,-111.8211156,3,1468.346,,POINT (-111.8211156 41.6322464)
82882239,41.6323168,-111.8231862,3,1466.765,,POINT (-111.8231862 41.6323168)
82882242,41.6333827,-111.8228216,3,1465.69,,POINT (-111.8228216 41.6333827)
82882243,41.633539,-111.8232165,3,1465.954,,POINT (-111.8232165 41.633539)
82882267,41.701007,-111.8676013,3,1360.398,,POINT (-111.8676013 41.701007)
82882269,41.7009867,-111.8690135,3,1359.339,,POINT (-111.8690135 41.7009867)
82882276,41.5622477,-111.8273485,4,1514.716,,POINT (-111.8273485 41.5622477)
82882277,41.5643483,-111.8273054,4,1516.978,,POINT (-111.8273054 41.5643483)
82882279,41.566444,-111.8272573,4,1518.81,,POINT (-111.8272573 41.566444)
82882280,41.568521,-111.8272231,4,1518.287,,POINT (-111.8272231 41.568521)
82882284,41.7755886,-112.0278722,3,1513.96,,POINT (-112.0278722 41.7755886)
82882285,41.5706003,-111.8271416,4,1523.098,,POINT (-111.8271416 41.5706003)
82882286,41.5727695,-111.8271072,4,1522.02,,POINT (-111.8271072 41.5727695)
82882292,41.6779889,-111.8181514,4,1415.41,,POINT (-111.8181514 41.6779889)
82882301,41.7139774,-111.830316,4,1373.77,,POINT (-111.830316 41.7139774)
82882304,41.8337067,-111.821069,3,1414.827,,POINT (-111.821069 41.8337067)
82882308,41.757026,-111.7905426,3,1470.026,,POINT (-111.7905426 41.757026)
82882309,41.7566359,-111.7916519,4,1468.521,,POINT (-111.7916519 41.7566359)
82882310,41.7566318,-111.79266,3,1466.254,,POINT (-111.79266 41.7566318)
82882312,41.7566279,-111.79363,3,1465.7,,POINT (-111.79363 41.7566279)
82882314,41.7566239,-111.794617,3,1463.704,,POINT (-111.794617 41.7566239)
82882323,41.7571557,-111.8042788,4,1430.9,stop,POINT (-111.8042788 41.7571557)
82882332,41.7573465,-111.813861,4,1407.258,traffic_signals,POINT (-111.813861 41.7573465)
82882336,41.7574169,-111.819054,4,1398.166,traffic_signals,POINT (-111.819054 41.7574169)
82882340,41.7574647,-111.824115,4,1389.153,traffic_signals,POINT (-111.824115 41.7574647)
82882344,41.7574806,-111.82905,4,1382.468,traffic_signals,POINT (-111.82905 41.7574806)
82882346,41.7575828,-111.834331,4,1376.341,traffic_signals,POINT (-111.834331 41.7575828)
82882351,41.8283869,-111.8150111,1,1430.963,turning_circle,POINT (-111.8150111 41.8283869)
82882353,41.8283944,-111.8157709,3,1427.421,,POINT (-111.8157709 41.8283944)
82882357,41.8287056,-111.8172957,3,1422.136,turning_circle,POINT (-111.8172957 41.8287056)
82882365,41.828393,-111.8200322,3,1409.646,,POINT (-111.8200322 41.828393)
82882367,41.8283911,-111.8193631,1,1412.892,turning_circle,POINT (-111.8193631 41.8283911)
82882374,41.7500736,-111.816418,3,1415.638,,POINT (-111.816418 41.7500736)
82882377,41.7501493,-111.8139242,4,1426.01,,POINT (-111.8139242 41.7501493)
82882378,41.7501081,-111.8113073,3,1441.682,,POINT (-111.8113073 41.7501081)
82882380,41.7500743,-111.8091612,3,1455.931,,POINT (-111.8091612 41.7500743)
82882393,41.7499994,-111.8044119,3,1459.199,,POINT (-111.8044119 41.7499994)
82882398,41.7493474,-111.7995279,3,1462.281,,POINT (-111.7995279 41.7493474)
82882402,41.7493409,-111.80133,3,1461.604,,POINT (-111.80133 41.7493409)
82882406,41.7493298,-111.8044022,3,1458.651,,POINT (-111.8044022 41.7493298)
82882410,41.7499096,-111.819033,4,1404.809,traffic_signals,POINT (-111.819033 41.7499096)
82882414,41.7499229,-111.8223454,3,1398.009,,POINT (-111.8223454 41.7499229)
82882416,41.749939,-111.8232978,3,1395.659,,POINT (-111.8232978 41.749939)
82882418,41.7499762,-111.8242953,3,1393.114,,POINT (-111.8242953 41.7499762)
82882420,41.7500203,-111.8252847,4,1390.241,,POINT (-111.8252847 41.7500203)
82882421,41.7500755,-111.8265613,3,1388.204,,POINT (-111.8265613 41.7500755)
82882428,41.7501171,-111.829338,4,1383.629,traffic_signals,POINT (-111.829338 41.7501171)
82882429,41.750153,-111.834505,4,1377.262,traffic_signals,POINT (-111.834505 41.750153)
82882436,41.6962918,-111.8622983,3,1366.463,,POINT (-111.8622983 41.6962918)
82882438,41.6970263,-111.8622992,3,1365.597,,POINT (-111.8622992 41.6970263)
82882445,41.6160258,-111.9334364,4,1419.984,,POINT (-111.9334364 41.6160258)
82882446,41.6167002,-111.933741,3,1419.832,,POINT (-111.933741 41.6167002)
82882449,41.619839,-111.9350047,4,1405.918,,POINT (-111.9350047 41.619839)
82882451,41.6220836,-111.9349294,4,1396.098,,POINT (-111.9349294 41.6220836)
82882453,41.6241485,-111.9348864,4,1390.846,,POINT (-111.9348864 41.6241485)
82882455,41.6262472,-111.934808,4,1389.393,,POINT (-111.934808 41.6262472)
82882459,41.6283465,-111.9347292,4,1387.144,,POINT (-111.9347292 41.6283465)
82882462,41.6325195,-111.9345911,4,1383.571,,POINT (-111.9345911 41.6325195)
82882463,41.6346108,-111.9345168,4,1384.594,,POINT (-111.9345168 41.6346108)
82882464,41.6366805,-111.9344408,4,1384.973,,POINT (-111.9344408 41.6366805)
82882467,41.6387542,-111.9343674,4,1385.99,,POINT (-111.9343674 41.6387542)
82882469,41.7072717,-111.8086702,3,1434.26,,POINT (-111.8086702 41.7072717)
82882478,41.7054648,-111.8072201,1,1447.317,turning_circle,POINT (-111.8072201 41.7054648)
82882483,41.7547243,-111.8264068,3,1388.219,,POINT (-111.8264068 41.7547243)
82882484,41.7547226,-111.8261897,1,1388.696,,POINT (-111.8261897 41.7547226)
82882487,41.6990949,-111.8048377,3,1491.956,,POINT (-111.8048377 41.6990949)
82882489,41.6994859,-111.8045693,1,1492.095,turning_circle,POINT (-111.8045693 41.6994859)
82882499,41.8881261,-112.0201635,1,1463.778,,POINT (-112.0201635 41.8881261)
82882508,41.9194479,-112.0210642,3,1462.36,,POINT (-112.0210642 41.9194479)
82882674,41.7650076,-111.788523,3,1487.872,,POINT (-111.788523 41.7650076)
82882686,41.7657822,-111.7885316,3,1489.284,,POINT (-111.7885316 41.7657822)
82882689,41.9081074,-111.7851363,1,1602.594,,POINT (-111.7851363 41.9081074)
82882716,41.7034295,-111.8516,4,1362.937,traffic_signals,POINT (-111.8516 41.7034295)
82882728,41.7377361,-111.8270325,3,1396.282,,POINT (-111.8270325 41.7377361)
82882730,41.737735,-111.8259082,1,1399.512,,POINT (-111.8259082 41.737735)
82882734,41.7363149,-111.829657,3,1390.18,,POINT (-111.829657 41.7363149)
82882736,41.7362947,-111.828312,1,1396.754,,POINT (-111.828312 41.7362947)
82882807,41.6379059,-111.8970515,1,1392.098,,POINT (-111.8970515 41.6379059)
82882873,41.8700398,-111.7557558,3,1660.566,,POINT (-111.7557558 41.8700398)
82883005,41.6199352,-111.930702,3,1406.233,,POINT (-111.930702 41.6199352)
82883135,41.7333646,-111.8391731,3,1379.251,,POINT (-111.8391731 41.7333646)
82883137,41.734518,-111.839122,1,1379.952,,POINT (-111.839122 41.734518)
82883318,41.7442386,-111.8003145,3,1465.076,,POINT (-111.8003145 41.7442386)
82883320,41.743707,-111.800301,3,1465.118,,POINT (-111.800301 41.743707)
82883325,41.7353814,-111.8444146,3,1375.416,,POINT (-111.8444146 41.7353814)
82883327,41.7346734,-111.8440212,1,1375.596,,POINT (-111.8440212 41.7346734)
82883335,41.6560235,-111.9434767,3,1394.165,,POINT (-111.9434767 41.6560235)
82883761,41.724245,-111.8505605,3,1368.145,,POINT (-111.8505605 41.724245)
82884139,41.7392156,-111.8440734,3,1372.644,,POINT (-111.8440734 41.7392156)
82884146,41.6895792,-111.9765445,3,1443.839,,POINT (-111.9765445 41.6895792)
82884147,41.7950316,-112.0398908,3,1451.273,,POINT (-112.0398908 41.7950316)
82884273,41.8260608,-111.807643,3,1460.972,,POINT (-111.807643 41.8260608)
82884613,41.7494169,-111.8405322,3,1370.518,,POINT (-111.8405322 41.7494169)
82884615,41.749533,-111.8401852,1,1371.039,turning_circle,POINT (-111.8401852 41.749533)
82884684,41.7389105,-111.7978704,3,1419.327,,POINT (-111.7978704 41.7389105)
82884685,41.7386326,-111.797273,1,1425.495,turning_circle,POINT (-111.797273 41.7386326)
82884692,41.739644,-111.7989749,3,1413.455,,POINT (-111.7989749 41.739644)
82884710,41.7812062,-111.8189462,1,1381.219,turning_circle,POINT (-111.8189462 41.7812062)
82884712,41.7810103,-111.819491,3,1379.859,,POINT (-111.819491 41.7810103)
82884810,41.7037662,-111.9818311,1,1400.099,,POINT (-111.9818311 41.7037662)
82885016,41.8884525,-111.8941904,3,1354.297,,POINT (-111.8941904 41.8884525)
82885141,41.8435532,-111.8129831,3,1446.342,,POINT (-111.8129831 41.8435532)
82885593,41.7357395,-111.8648352,3,1355.026,,POINT (-111.8648352 41.7357395)
82885640,41.6321938,-111.8663908,3,1418.737,,POINT (-111.8663908 41.6321938)
82885645,41.725942,-111.8592495,3,1360.474,,POINT (-111.8592495 41.725942)
82885646,41.7255381,-111.859265,1,1360.816,turning_circle,POINT (-111.859265 41.7255381)
82885648,41.8367029,-111.806364,3,1466.221,,POINT (-111.806364 41.8367029)
82885651,41.7259165,-111.8582614,3,1361.465,,POINT (-111.8582614 41.7259165)
82885652,41.7255025,-111.8582782,1,1361.031,turning_circle,POINT (-111.8582782 41.7255025)
82885655,41.7258886,-111.8572728,3,1362.605,,POINT (-111.8572728 41.7258886)
82885657,41.7254794,-111.8572981,1,1362.912,turning_circle,POINT (-111.8572981 41.7254794)
82885679,41.7863688,-111.9894037,1,1356.255,,POINT (-111.9894037 41.7863688)
82885693,41.7569232,-111.7926462,1,1465.877,turning_circle,POINT (-111.7926462 41.7569232)
82885704,41.7566728,-111.7901433,1,1471.69,turning_circle,POINT (-111.7901433 41.7566728)
82885713,41.765114,-111.902824,1,1347.223,,POINT (-111.902824 41.765114)
82885719,41.8011122,-112.0473178,3,1423.61,,POINT (-112.0473178 41.8011122)
82885756,41.5996744,-111.929782,3,1460.657,,POINT (-111.929782 41.5996744)
82886171,41.7421906,-111.8475669,3,1367.552,,POINT (-111.8475669 41.7421906)
82886173,41.7418972,-111.8475903,1,1368.337,turning_circle,POINT (-111.8475903 41.7418972)
82886270,41.7421794,-111.8466681,3,1367.745,,POINT (-111.8466681 41.7421794)
82886273,41.7418908,-111.8466752,1,1368.421,turning_circle,POINT (-111.8466752 41.7418908)
82886327,41.7297302,-111.813319,3,1415.494,,POINT (-111.813319 41.7297302)
82886565,41.7943737,-111.7948583,3,1495.516,,POINT (-111.7948583 41.7943737)
82886815,41.8161143,-111.908219,1,1351.676,,POINT (-111.908219 41.8161143)
82886856,41.8367941,-111.9513635,4,1346.525,,POINT (-111.9513635 41.8367941)
82887011,41.6993769,-111.8064856,4,1485.464,,POINT (-111.8064856 41.6993769)
82887278,41.751833,-111.8381996,3,1373.244,,POINT (-111.8381996 41.751833)
82887280,41.7515635,-111.8382066,1,1373.697,turning_circle,POINT (-111.8382066 41.7515635)
82887512,41.8820016,-111.8081279,1,1502.44,,POINT (-111.8081279 41.8820016)
82887561,41.8485033,-111.8154033,3,1467.455,,POINT (-111.8154033 41.8485033)
82887570,41.8485465,-111.8131878,3,1472.091,,POINT (-111.8131878 41.8485465)
82887573,41.8485619,-111.8115702,1,1475.101,turning_circle,POINT (-111.8115702 41.8485619)
82888145,41.6353288,-111.8133898,3,1434.944,,POINT (-111.8133898 41.6353288)
82888445,41.8637754,-111.852975,1,1364.214,,POINT (-111.852975 41.8637754)
82888461,41.7391482,-111.839945,4,1375.874,,POINT (-111.839945 41.7391482)
82888492,41.8403769,-111.8216561,3,1429.498,,POINT (-111.8216561 41.8403769)
82888496,41.8405519,-111.8229787,3,1436.883,,POINT (-111.8229787 41.8405519)
82888765,41.7779557,-111.6201763,3,1659.915,,POINT (-111.6201763 41.7779557)
82888855,41.7267764,-111.6171719,3,2049.37,,POINT (-111.6171719 41.7267764)
82888859,41.8620992,-111.8223758,1,1465.785,,POINT (-111.8223758 41.8620992)
82889078,41.8533174,-111.822149,1,1457.328,,POINT (-111.822149 41.8533174)
82889235,41.8806822,-112.0456375,1,1533.641,,POINT (-112.0456375 41.8806822)
82890091,41.7507708,-111.8797867,1,1350.997,,POINT (-111.8797867 41.7507708)
82890111,41.7085,-111.682786,1,2497.556,,POINT (-111.682786 41.7085)
82890116,41.708045,-111.6817162,3,2498.421,,POINT (-111.6817162 41.708045)
82890160,41.7255221,-111.6710378,3,2405.376,,POINT (-111.6710378 41.7255221)
82890553,41.710239,-111.641538,3,2209.624,,POINT (-111.641538 41.710239)
82890577,41.705312,-111.642927,1,2246.031,,POINT (-111.642927 41.705312)
82890628,41.8141116,-111.8023423,1,1468.017,,POINT (-111.8023423 41.8141116)
82890669,41.717475,-111.8201399,3,1384.876,,POINT (-111.8201399 41.717475)
82890671,41.7194363,-111.8201055,3,1390.453,,POINT (-111.8201055 41.7194363)
82890719,41.7260857,-111.6159401,3,2044.746,,POINT (-111.6159401 41.7260857)
82890788,41.725769,-111.6377184,3,2283.986,,POINT (-111.6377184 41.725769)
82890864,41.7272909,-111.6669125,3,2383.883,,POINT (-111.6669125 41.7272909)
82891310,41.708987,-111.643685,1,2202.987,,POINT (-111.643685 41.708987)
82892158,41.6770015,-111.8265373,3,1389.304,,POINT (-111.8265373 41.6770015)
82892159,41.6770104,-111.827345,1,1387.875,turning_circle,POINT (-111.827345 41.6770104)
82892871,41.7428767,-111.8413233,3,1372.177,,POINT (-111.8413233 41.7428767)
82892873,41.7433901,-111.8416787,1,1372.468,,POINT (-111.8416787 41.7433901)
82892940,41.7503172,-111.8431987,3,1369.134,,POINT (-111.8431987 41.7503172)
82893032,41.5765423,-111.7097966,1,2061.037,,POINT (-111.7097966 41.5765423)
82893414,41.700069,-111.809206,3,1476.488,,POINT (-111.809206 41.700069)
82893417,41.7019911,-111.8097689,3,1469.444,,POINT (-111.8097689 41.7019911)
82893462,41.7540752,-111.7962057,3,1462.008,,POINT (-111.7962057 41.7540752)
82893464,41.7544965,-111.796185,1,1462.02,turning_circle,POINT (-111.796185 41.7544965)
82893467,41.7540832,-111.7954627,3,1462.619,,POINT (-111.7954627 41.7540832)
82893469,41.7545107,-111.7954584,1,1462.88,turning_circle,POINT (-111.7954584 41.7545107)
82893754,41.7799037,-111.822277,3,1375.955,,POINT (-111.822277 41.7799037)
82893759,41.7809041,-111.822734,3,1375.967,,POINT (-111.822734 41.7809041)
82893761,41.7808998,-111.8222017,3,1376.025,,POINT (-111.8222017 41.7808998)
82893972,41.721268,-111.8146412,3,1391.428,,POINT (-111.8146412 41.721268)
82893997,41.781278,-111.8208215,3,1377.423,,POINT (-111.8208215 41.781278)
82894000,41.7794461,-111.8201479,3,1382.097,,POINT (-111.8201479 41.7794461)
82894265,41.6011688,-111.8002907,1,1651.643,,POINT (-111.8002907 41.6011688)
82894277,41.6024423,-111.8074758,3,1590.708,,POINT (-111.8074758 41.6024423)
82894486,41.7593803,-111.8280517,1,1383.553,,POINT (-111.8280517 41.7593803)
82894832,41.575873,-111.8118248,3,1578.449,,POINT (-111.8118248 41.575873)
82894835,41.5754581,-111.8108814,1,1564.779,,POINT (-111.8108814 41.5754581)
82894843,41.875363,-111.8795915,1,1351.806,,POINT (-111.8795915 41.875363)
82895914,41.7751676,-111.6109869,3,1687.314,,POINT (-111.6109869 41.7751676)
82895962,41.7839944,-111.6409404,3,1602.209,,POINT (-111.6409404 41.7839944)
82896304,41.8956949,-111.976757,3,1455.875,,POINT (-111.976757 41.8956949)
82896432,41.8186722,-111.9083504,1,1353.191,,POINT (-111.9083504 41.8186722)
82896453,41.6311013,-111.8100032,3,1439.043,,POINT (-111.8100032 41.6311013)
82896940,41.7659051,-111.6671383,3,1566.183,,POINT (-111.6671383 41.7659051)
82897253,41.7953047,-112.039812,3,1450.82,,POINT (-112.039812 41.7953047)
82897367,41.7967049,-111.6445244,3,1630.473,,POINT (-111.6445244 41.7967049)
82897376,41.5689573,-111.853033,1,1454.885,,POINT (-111.853033 41.5689573)
82897464,41.7723909,-111.656109,1,1594.348,,POINT (-111.656109 41.7723909)
82897470,41.7722945,-111.6563743,3,1592.473,,POINT (-111.6563743 41.7722945)
82897480,41.7705018,-111.6572137,3,1580.189,,POINT (-111.6572137 41.7705018)
82897483,41.7704452,-111.6583951,3,1577.935,,POINT (-111.6583951 41.7704452)
82897517,41.7723388,-111.657113,3,1583.802,,POINT (-111.657113 41.7723388)
82897527,41.772712,-111.657245,1,1579.323,,POINT (-111.657245 41.772712)
82897617,41.7926935,-111.810403,1,1397.405,,POINT (-111.810403 41.7926935)
82899031,41.5623257,-111.8320645,3,1507.063,,POINT (-111.8320645 41.5623257)
82899061,41.6293235,-111.8134593,3,1472.856,,POINT (-111.8134593 41.6293235)
82899352,41.6647888,-111.8306726,1,1397.151,,POINT (-111.8306726 41.6647888)
82899643,41.6086179,-111.8922874,3,1464.511,,POINT (-111.8922874 41.6086179)
82899656,41.6096641,-111.8909147,3,1463.537,,POINT (-111.8909147 41.6096641)
82899783,41.5727046,-111.8242999,3,1532.445,,POINT (-111.8242999 41.5727046)
82900429,41.7426097,-112.0085002,4,1467.952,,POINT (-112.0085002 41.7426097)
82900674,41.7100083,-111.9805248,3,1379.063,,POINT (-111.9805248 41.7100083)
82900686,41.7105255,-111.9791938,3,1371.648,,POINT (-111.9791938 41.7105255)
82901033,41.7661973,-112.0279777,3,1539.455,,POINT (-112.0279777 41.7661973)
82901074,41.7653244,-111.6866407,3,1559.46,,POINT (-111.6866407 41.7653244)
82901076,41.7649238,-111.6861583,4,1554.806,,POINT (-111.6861583 41.7649238)
82901089,41.76479,-111.684521,1,1570.415,,POINT (-111.684521 41.76479)
82901111,41.764389,-111.684805,1,1581.864,,POINT (-111.684805 41.764389)
82901118,41.8627229,-112.0052434,3,1383.177,,POINT (-112.0052434 41.8627229)
82901119,41.862723,-112.0034032,3,1380.829,,POINT (-112.0034032 41.862723)
82901163,41.754094,-111.6544539,1,1738.682,,POINT (-111.6544539 41.754094)
82901209,41.7664545,-111.664388,3,1577.919,,POINT (-111.664388 41.7664545)
82901232,41.766742,-111.663897,1,1577.707,,POINT (-111.663897 41.766742)
82901249,41.7528482,-111.8270935,3,1385.288,,POINT (-111.8270935 41.7528482)
82901250,41.7526207,-111.8268799,1,1387.109,turning_circle,POINT (-111.8268799 41.7526207)
82901264,41.7632978,-111.8399386,3,1370.494,,POINT (-111.8399386 41.7632978)
82901267,41.7639222,-111.8399702,3,1369.828,,POINT (-111.8399702 41.7639222)
82901358,41.7606134,-111.8637977,1,1354.242,,POINT (-111.8637977 41.7606134)
82901452,41.7257556,-111.8098867,3,1414.667,,POINT (-111.8098867 41.7257556)
82901470,41.6410023,-111.8909249,3,1395.731,,POINT (-111.8909249 41.6410023)
82901497,41.7608161,-111.8265912,1,1384.471,,POINT (-111.8265912 41.7608161)
82901501,41.7611579,-111.8289291,4,1381.002,,POINT (-111.8289291 41.7611579)
82901535,41.7376745,-111.8244893,3,1404.271,,POINT (-111.8244893 41.7376745)
82901537,41.7376879,-111.8256536,1,1401.191,,POINT (-111.8256536 41.7376879)
82901542,41.7378919,-111.8244821,3,1404.045,,POINT (-111.8244821 41.7378919)
82901544,41.7378921,-111.8237184,1,1407.046,,POINT (-111.8237184 41.7378921)
82901554,41.73888,-111.8232279,3,1404.866,,POINT (-111.8232279 41.73888)
82901556,41.738082,-111.823268,1,1408.65,,POINT (-111.823268 41.738082)
82901595,41.9201177,-111.8480372,1,1353.321,,POINT (-111.8480372 41.9201177)
82901630,41.7353761,-111.8127529,3,1396.812,,POINT (-111.8127529 41.7353761)
82901631,41.7310822,-111.816203,3,1391.996,,POINT (-111.816203 41.7310822)
82901798,41.670318,-111.9350924,3,1354.281,,POINT (-111.9350924 41.670318)
82901800,41.672166,-111.934677,1,1351.975,,POINT (-111.934677 41.672166)
82901827,41.6703272,-111.9297191,1,1352.78,,POINT (-111.9297191 41.6703272)
82901908,41.7269774,-111.8455098,3,1374.035,,POINT (-111.8455098 41.7269774)
82901909,41.7269864,-111.8463124,1,1373.325,,POINT (-111.8463124 41.7269864)
82902024,41.7398723,-111.8495268,3,1365.49,,POINT (-111.8495268 41.7398723)
82902128,41.7465559,-111.8252119,3,1391.652,,POINT (-111.8252119 41.7465559)
82902130,41.747256,-111.8252164,1,1391.34,,POINT (-111.8252164 41.747256)
82902177,41.6426008,-111.854898,3,1406.497,,POINT (-111.854898 41.6426008)
82902186,41.6444399,-111.8598812,1,1403.917,,POINT (-111.8598812 41.6444399)
82902203,41.8032889,-111.8372069,3,1360.024,,POINT (-111.8372069 41.8032889)
82902204,41.8032736,-111.8353704,3,1361.456,,POINT (-111.8353704 41.8032736)
82902208,41.8018109,-111.8368554,3,1360.47,,POINT (-111.8368554 41.8018109)
82902217,41.5666691,-111.837995,3,1499.21,,POINT (-111.837995 41.5666691)
82902223,41.567058,-111.8383675,3,1499.174,,POINT (-111.8383675 41.567058)
82902504,41.6547006,-111.9116953,1,1356.038,,POINT (-111.9116953 41.6547006)
82902597,41.7038159,-111.9795055,4,1382.173,,POINT (-111.9795055 41.7038159)
82902598,41.702481,-111.979495,1,1392.396,,POINT (-111.979495 41.702481)
82902733,41.7301253,-111.818271,1,1389.848,turning_circle,POINT (-111.818271 41.7301253)
82903151,41.9077927,-112.0270073,1,1457.596,,POINT (-112.0270073 41.9077927)
82903226,41.7594424,-111.7927362,3,1470.924,,POINT (-111.7927362 41.7594424)
82903232,41.7591872,-111.7927286,1,1470.28,turning_circle,POINT (-111.7927286 41.7591872)
82903514,41.7976404,-111.8030803,3,1450.542,,POINT (-111.8030803 41.7976404)
82903653,41.8165569,-111.874796,3,1351.413,,POINT (-111.874796 41.8165569)
82903689,41.7062144,-111.8010896,3,1492.787,,POINT (-111.8010896 41.7062144)
82903698,41.7069518,-111.7999504,1,1503.753,turning_circle,POINT (-111.7999504 41.7069518)
82903714,41.7621085,-111.7946706,3,1469.612,,POINT (-111.7946706 41.7621085)
82904271,41.7418781,-111.8398948,3,1375.033,,POINT (-111.8398948 41.7418781)
82904275,41.7418707,-111.8380756,1,1376.112,,POINT (-111.8380756 41.7418707)
82904310,41.8708816,-111.8422265,1,1369.96,,POINT (-111.8422265 41.8708816)
82904339,41.7353039,-111.839073,3,1377.981,,POINT (-111.839073 41.7353039)
82904340,41.735978,-111.839052,1,1379.12,,POINT (-111.839052 41.735978)
82904476,41.8494452,-111.834448,3,1401.886,,POINT (-111.834448 41.8494452)
82904478,41.8494684,-111.8339946,1,1403.255,turning_circle,POINT (-111.8339946 41.8494684)
82904525,41.6851088,-111.9691646,1,1391.275,,POINT (-111.9691646 41.6851088)
82904533,41.6827398,-111.97659,1,1454.339,turning_circle,POINT (-111.97659 41.6827398)
82904692,41.7996135,-111.8572409,1,1352.274,,POINT (-111.8572409 41.7996135)
82905071,41.7593368,-111.7993926,3,1452.41,,POINT (-111.7993926 41.7593368)
82905072,41.7590602,-111.7986736,1,1452.484,turning_circle,POINT (-111.7986736 41.7590602)
82905217,41.762698,-111.8288237,3,1379.861,,POINT (-111.8288237 41.762698)
82905862,41.9128544,-111.8922506,1,1354.789,,POINT (-111.8922506 41.9128544)
82906084,41.7678937,-111.83902,3,1366.373,,POINT (-111.83902 41.7678937)
82906097,41.6313497,-111.9262768,1,1378.785,,POINT (-111.9262768 41.6313497)
82906396,41.7025672,-111.826118,4,1382.207,,POINT (-111.826118 41.7025672)
82906398,41.7006674,-111.8261468,1,1383.215,,POINT (-111.8261468 41.7006674)
82906412,41.5724915,-111.8008689,1,1623.765,,POINT (-111.8008689 41.5724915)
82906422,41.575462,-111.8039201,3,1582.198,,POINT (-111.8039201 41.575462)
82906450,41.5736761,-111.7997972,4,1606.37,,POINT (-111.7997972 41.5736761)
82906470,41.5741997,-111.7991092,1,1616.869,,POINT (-111.7991092 41.5741997)
82906491,41.7318876,-111.8080986,1,1435.257,,POINT (-111.8080986 41.7318876)
82906672,41.6270609,-111.8716475,3,1424.553,,POINT (-111.8716475 41.6270609)
82906895,41.7531624,-111.8138768,4,1417.471,,POINT (-111.8138768 41.7531624)
82906896,41.7531773,-111.8151079,1,1413.848,,POINT (-111.8151079 41.7531773)
82906907,41.7812544,-111.8221315,1,1376.086,turning_circle,POINT (-111.8221315 41.7812544)
82906909,41.7810769,-111.8218963,3,1375.979,,POINT (-111.8218963 41.7810769)
82907101,41.7804612,-111.819377,3,1382.157,,POINT (-111.819377 41.7804612)
82907102,41.7804702,-111.8189205,1,1382.897,turning_circle,POINT (-111.8189205 41.7804702)
82907107,41.7797036,-111.819436,3,1382.518,,POINT (-111.819436 41.7797036)
82907108,41.7795222,-111.8188978,1,1383.973,turning_circle,POINT (-111.8188978 41.7795222)
82907112,41.7085186,-111.982059,3,1390.137,,POINT (-111.982059 41.7085186)
82907115,41.7096599,-111.9832553,1,1401.758,,POINT (-111.9832553 41.7096599)
82907243,41.5974876,-111.8085516,1,1607.336,,POINT (-111.8085516 41.5974876)
82907262,41.8923784,-111.9091696,1,1353.803,,POINT (-111.9091696 41.8923784)
82907708,41.7355387,-111.8161548,1,1395.311,,POINT (-111.8161548 41.7355387)
82907714,41.7359025,-111.8148185,3,1397.714,,POINT (-111.8148185 41.7359025)
82907798,41.745242,-111.8438433,3,1369.009,,POINT (-111.8438433 41.745242)
82907951,41.886068,-111.8941539,3,1353.67,,POINT (-111.8941539 41.886068)
82907959,41.886049,-111.8929938,1,1353.892,,POINT (-111.8929938 41.886049)
82907980,41.7026031,-111.828538,4,1377.475,,POINT (-111.828538 41.7026031)
82908131,41.8281258,-111.5763086,3,1811.646,,POINT (-111.5763086 41.8281258)
82908299,41.8887749,-111.908862,3,1351.464,,POINT (-111.908862 41.8887749)
82908845,41.7643033,-111.6750964,3,1564.606,,POINT (-111.6750964 41.7643033)
82909528,41.5792784,-111.8594304,3,1504.05,,POINT (-111.8594304 41.5792784)
82910059,41.6801897,-111.8402233,1,1379.562,,POINT (-111.8402233 41.6801897)
82910174,41.7078929,-111.803198,3,1469.916,,POINT (-111.803198 41.7078929)
82910175,41.7088672,-111.8031811,1,1467.635,,POINT (-111.8031811 41.7088672)
